"REF_DATE","GEO","DGUID","North American Product Classification System (NAPCS)","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"1994-09","Canada","2016A000011124","Copper ores and concentrates [152]","Index, 202001=100","403","units","0","v1230998196","1.62","51.5","","","","1"
"1994-09","Canada","2016A000011124","Nickel ores and concentrates [153]","Index, 202001=100","403","units","0","v1230998198","1.64","48.5","","","","1"
"1994-09","Canada","2016A000011124","Radioactive ores and concentrates [154]","Index, 202001=100","403","units","0","v1230998200","1.66","33.7","","","","1"
"1994-09","Canada","2016A000011124","Gold, silver, and platinum group metal ores and concentrates [15511]","Index, 202001=100","403","units","0","v1230998203","1.69","27.2","","","","1"
"1994-09","Canada","2016A000011124","Gold ores, concentrates and mill bullion [155111]","Index, 202001=100","403","units","0","v1324952530","1.83","25.6","","","","1"
"1994-09","Canada","2016A000011124","Waste and scrap of iron and steel [15611]","Index, 202001=100","403","units","0","v1230998208","1.74","107.7","","","","1"
"1994-09","Canada","2016A000011124","Waste and scrap of non-ferrous metals [15612]","Index, 202001=100","403","units","0","v1230998209","1.75","41.5","","","","1"
"1994-10","Canada","2016A000011124","Total, Raw materials price indexes (RMPI)","Index, 202001=100","403","units","0","v1230998135","1.1","50.4","","","","1"
"1994-10","Canada","2016A000011124","Crude energy products [M51]","Index, 202001=100","403","units","0","v1230998136","1.2","32.2","","","","1"
"1994-10","Canada","2016A000011124","Conventional crude oil [14111]","Index, 202001=100","403","units","0","v1230998138","1.4","30.6","","","","1"
"1994-10","Canada","2016A000011124","Natural gas [142]","Index, 202001=100","403","units","0","v1230998141","1.7","109.2","","","","1"
"1994-10","Canada","2016A000011124","Hard coal [14411]","Index, 202001=100","403","units","0","v1230998143","1.9","82.7","","","","1"
"1994-10","Canada","2016A000011124","Total, excluding crude energy products","Index, 202001=100","403","units","0","v1230998148","1.14","64.5","","","","1"
"1994-10","Canada","2016A000011124","Crop products [M11]","Index, 202001=100","403","units","0","v1230998149","1.15","60.2","","","","1"
"1994-10","Canada","2016A000011124","Wheat [112]","Index, 202001=100","403","units","0","v1230998150","1.16","61.6","","","","1"
"1994-10","Canada","2016A000011124","Canola (including rapeseed) [113]","Index, 202001=100","403","units","0","v1230998151","1.17","69.2","","","","1"
"1994-10","Canada","2016A000011124","Fresh potatoes [11421]","Index, 202001=100","403","units","0","v1230998154","1.20","44.2","","","","1"
"1994-10","Canada","2016A000011124","Fresh vegetables (except potatoes and pulse crops) [11422]","Index, 202001=100","403","units","0","v1230998155","1.21","62.7","","","","1"
"1994-10","Canada","2016A000011124","Corn for grain [115111]","Index, 202001=100","403","units","0","v1324952523","1.76","65.9","","","","1"
"1994-10","Canada","2016A000011124","Oats [115113]","Index, 202001=100","403","units","0","v1324952524","1.77","53.0","","","","1"
"1994-10","Canada","2016A000011124","Barley [115114]","Index, 202001=100","403","units","0","v1324952525","1.78","54.3","","","","1"
"1994-10","Canada","2016A000011124","Soybeans [115121]","Index, 202001=100","403","units","0","v1324952526","1.79","66.5","","","","1"
"1994-10","Canada","2016A000011124","Oilseeds (except canola and soybeans) [115122]","Index, 202001=100","403","units","0","v1324952527","1.80","35.9","","","","1"
"1994-10","Canada","2016A000011124","Animals and animal products [M21]","Index, 202001=100","403","units","0","v1230998165","1.31","63.7","","","","1"
"1994-10","Canada","2016A000011124","Cattle and calves [11111]","Index, 202001=100","403","units","0","v1230998167","1.33","67.8","","","","1"
"1994-10","Canada","2016A000011124","Hogs [11112]","Index, 202001=100","403","units","0","v1230998168","1.34","78.7","","","","1"
"1994-10","Canada","2016A000011124","Poultry [11113]","Index, 202001=100","403","units","0","v1230998169","1.35","67.7","","","","1"
"1994-10","Canada","2016A000011124","Chickens [111131]","Index, 202001=100","403","units","0","v1324952528","1.81","67.3","","","","1"
"1994-10","Canada","2016A000011124","Eggs in shell [11611]","Index, 202001=100","403","units","0","v1230998172","1.38","60.0","","","","1"
"1994-10","Canada","2016A000011124","Unprocessed milk [11612]","Index, 202001=100","403","units","0","v1230998173","1.39","51.2","","","","1"
"1994-10","Canada","2016A000011124","Fish, crustaceans, shellfish and other fishery products [121]","Index, 202001=100","403","units","0","v1230998175","1.41","69.5","","","","1"
"1994-10","Canada","2016A000011124","Fish, crustaceans, shellfish and other fishery products [12111]","Index, 202001=100","403","units","0","v1230998176","1.42","69.5","","","","1"
"1994-10","Canada","2016A000011124","Non-metallic minerals [M31]","Index, 202001=100","403","units","0","v1230998177","1.43","47.8","","","","1"
"1994-10","Canada","2016A000011124","Stone [16211]","Index, 202001=100","403","units","0","v1230998181","1.47","52.8","","","","1"
"1994-10","Canada","2016A000011124","Crushed stone [162112]","Index, 202001=100","403","units","0","v1324952529","1.82","50.7","","","","1"
"1994-10","Canada","2016A000011124","Logs and bolts [13111]","Index, 202001=100","403","units","0","v1230998188","1.54","94.8","","","","1"
"1994-10","Canada","2016A000011124","Pulpwood [13112]","Index, 202001=100","403","units","0","v1230998189","1.55","160.2","","","","1"
"1994-10","Canada","2016A000011124","Natural rubber [282M]","Index, 202001=100","403","units","0","v1230998191","1.57","84.8","","","","1"
"1994-10","Canada","2016A000011124","Iron ores and concentrates [151]","Index, 202001=100","403","units","0","v1230998194","1.60","49.8","","","","1"
"1994-10","Canada","2016A000011124","Copper ores and concentrates [152]","Index, 202001=100","403","units","0","v1230998196","1.62","50.0","","","","1"
"1994-10","Canada","2016A000011124","Nickel ores and concentrates [153]","Index, 202001=100","403","units","0","v1230998198","1.64","48.9","","","","1"
"1994-10","Canada","2016A000011124","Radioactive ores and concentrates [154]","Index, 202001=100","403","units","0","v1230998200","1.66","33.7","","","","1"
"1994-10","Canada","2016A000011124","Gold, silver, and platinum group metal ores and concentrates [15511]","Index, 202001=100","403","units","0","v1230998203","1.69","27.1","","","","1"
"1994-10","Canada","2016A000011124","Gold ores, concentrates and mill bullion [155111]","Index, 202001=100","403","units","0","v1324952530","1.83","25.6","","","","1"
"1994-10","Canada","2016A000011124","Waste and scrap of iron and steel [15611]","Index, 202001=100","403","units","0","v1230998208","1.74","104.7","","","","1"
"1994-10","Canada","2016A000011124","Waste and scrap of non-ferrous metals [15612]","Index, 202001=100","403","units","0","v1230998209","1.75","44.3","","","","1"
"1994-11","Canada","2016A000011124","Total, Raw materials price indexes (RMPI)","Index, 202001=100","403","units","0","v1230998135","1.1","51.9","","","","1"
"1994-11","Canada","2016A000011124","Crude energy products [M51]","Index, 202001=100","403","units","0","v1230998136","1.2","33.8","","","","1"
"1994-11","Canada","2016A000011124","Conventional crude oil [14111]","Index, 202001=100","403","units","0","v1230998138","1.4","32.2","","","","1"
"1994-11","Canada","2016A000011124","Natural gas [142]","Index, 202001=100","403","units","0","v1230998141","1.7","113.4","","","","1"
"1994-11","Canada","2016A000011124","Hard coal [14411]","Index, 202001=100","403","units","0","v1230998143","1.9","78.2","","","","1"
"1994-11","Canada","2016A000011124","Total, excluding crude energy products","Index, 202001=100","403","units","0","v1230998148","1.14","65.9","","","","1"
"1994-11","Canada","2016A000011124","Crop products [M11]","Index, 202001=100","403","units","0","v1230998149","1.15","61.7","","","","1"
"1994-11","Canada","2016A000011124","Wheat [112]","Index, 202001=100","403","units","0","v1230998150","1.16","62.6","","","","1"
"1994-11","Canada","2016A000011124","Canola (including rapeseed) [113]","Index, 202001=100","403","units","0","v1230998151","1.17","75.9","","","","1"
"1994-11","Canada","2016A000011124","Fresh potatoes [11421]","Index, 202001=100","403","units","0","v1230998154","1.20","46.1","","","","1"
"1994-11","Canada","2016A000011124","Fresh vegetables (except potatoes and pulse crops) [11422]","Index, 202001=100","403","units","0","v1230998155","1.21","62.7","","","","1"
"1994-11","Canada","2016A000011124","Corn for grain [115111]","Index, 202001=100","403","units","0","v1324952523","1.76","61.1","","","","1"
"1994-11","Canada","2016A000011124","Oats [115113]","Index, 202001=100","403","units","0","v1324952524","1.77","50.2","","","","1"
"1994-11","Canada","2016A000011124","Barley [115114]","Index, 202001=100","403","units","0","v1324952525","1.78","57.5","","","","1"
"1994-11","Canada","2016A000011124","Soybeans [115121]","Index, 202001=100","403","units","0","v1324952526","1.79","68.1","","","","1"
"1994-11","Canada","2016A000011124","Oilseeds (except canola and soybeans) [115122]","Index, 202001=100","403","units","0","v1324952527","1.80","35.4","","","","1"
"1994-11","Canada","2016A000011124","Animals and animal products [M21]","Index, 202001=100","403","units","0","v1230998165","1.31","62.6","","","","1"
"1994-11","Canada","2016A000011124","Cattle and calves [11111]","Index, 202001=100","403","units","0","v1230998167","1.33","64.5","","","","1"
"1994-11","Canada","2016A000011124","Hogs [11112]","Index, 202001=100","403","units","0","v1230998168","1.34","73.8","","","","1"
"1994-11","Canada","2016A000011124","Poultry [11113]","Index, 202001=100","403","units","0","v1230998169","1.35","68.2","","","","1"
"1994-11","Canada","2016A000011124","Chickens [111131]","Index, 202001=100","403","units","0","v1324952528","1.81","67.4","","","","1"
"1994-11","Canada","2016A000011124","Eggs in shell [11611]","Index, 202001=100","403","units","0","v1230998172","1.38","60.5","","","","1"
"1994-11","Canada","2016A000011124","Unprocessed milk [11612]","Index, 202001=100","403","units","0","v1230998173","1.39","51.2","","","","1"
"1994-11","Canada","2016A000011124","Fish, crustaceans, shellfish and other fishery products [121]","Index, 202001=100","403","units","0","v1230998175","1.41","72.3","","","","1"
"1994-11","Canada","2016A000011124","Fish, crustaceans, shellfish and other fishery products [12111]","Index, 202001=100","403","units","0","v1230998176","1.42","72.3","","","","1"
"1994-11","Canada","2016A000011124","Non-metallic minerals [M31]","Index, 202001=100","403","units","0","v1230998177","1.43","48.0","","","","1"
"1994-11","Canada","2016A000011124","Stone [16211]","Index, 202001=100","403","units","0","v1230998181","1.47","52.8","","","","1"
"1994-11","Canada","2016A000011124","Crushed stone [162112]","Index, 202001=100","403","units","0","v1324952529","1.82","50.7","","","","1"
"1994-11","Canada","2016A000011124","Logs and bolts [13111]","Index, 202001=100","403","units","0","v1230998188","1.54","96.1","","","","1"
"1994-11","Canada","2016A000011124","Pulpwood [13112]","Index, 202001=100","403","units","0","v1230998189","1.55","164.9","","","","1"
"1994-11","Canada","2016A000011124","Natural rubber [282M]","Index, 202001=100","403","units","0","v1230998191","1.57","83.2","","","","1"
"1994-11","Canada","2016A000011124","Iron ores and concentrates [151]","Index, 202001=100","403","units","0","v1230998194","1.60","50.0","","","","1"
"1994-11","Canada","2016A000011124","Copper ores and concentrates [152]","Index, 202001=100","403","units","0","v1230998196","1.62","55.8","","","","1"
"1994-11","Canada","2016A000011124","Nickel ores and concentrates [153]","Index, 202001=100","403","units","0","v1230998198","1.64","56.4","","","","1"
"1994-11","Canada","2016A000011124","Radioactive ores and concentrates [154]","Index, 202001=100","403","units","0","v1230998200","1.66","34.6","","","","1"
"1994-11","Canada","2016A000011124","Gold, silver, and platinum group metal ores and concentrates [15511]","Index, 202001=100","403","units","0","v1230998203","1.69","27.1","","","","1"
"1994-11","Canada","2016A000011124","Gold ores, concentrates and mill bullion [155111]","Index, 202001=100","403","units","0","v1324952530","1.83","25.7","","","","1"
"1994-11","Canada","2016A000011124","Waste and scrap of iron and steel [15611]","Index, 202001=100","403","units","0","v1230998208","1.74","105.5","","","","1"
"1994-11","Canada","2016A000011124","Waste and scrap of non-ferrous metals [15612]","Index, 202001=100","403","units","0","v1230998209","1.75","47.9","","","","1"
"1994-12","Canada","2016A000011124","Total, Raw materials price indexes (RMPI)","Index, 202001=100","403","units","0","v1230998135","1.1","52.3","","","","1"
"1994-12","Canada","2016A000011124","Crude energy products [M51]","Index, 202001=100","403","units","0","v1230998136","1.2","33.1","","","","1"
"1994-12","Canada","2016A000011124","Conventional crude oil [14111]","Index, 202001=100","403","units","0","v1230998138","1.4","31.4","","","","1"
"1994-12","Canada","2016A000011124","Natural gas [142]","Index, 202001=100","403","units","0","v1230998141","1.7","117.1","","","","1"
"1994-12","Canada","2016A000011124","Hard coal [14411]","Index, 202001=100","403","units","0","v1230998143","1.9","78.7","","","","1"
"1994-12","Canada","2016A000011124","Total, excluding crude energy products","Index, 202001=100","403","units","0","v1230998148","1.14","67.0","","","","1"
"1994-12","Canada","2016A000011124","Crop products [M11]","Index, 202001=100","403","units","0","v1230998149","1.15","63.0","","","","1"
"1994-12","Canada","2016A000011124","Wheat [112]","Index, 202001=100","403","units","0","v1230998150","1.16","65.1","","","","1"
"1994-12","Canada","2016A000011124","Canola (including rapeseed) [113]","Index, 202001=100","403","units","0","v1230998151","1.17","80.2","","","","1"
"1994-12","Canada","2016A000011124","Fresh potatoes [11421]","Index, 202001=100","403","units","0","v1230998154","1.20","47.1","","","","1"
"1994-12","Canada","2016A000011124","Fresh vegetables (except potatoes and pulse crops) [11422]","Index, 202001=100","403","units","0","v1230998155","1.21","62.7","","","","1"
"1994-12","Canada","2016A000011124","Corn for grain [115111]","Index, 202001=100","403","units","0","v1324952523","1.76","64.3","","","","1"
"1994-12","Canada","2016A000011124","Oats [115113]","Index, 202001=100","403","units","0","v1324952524","1.77","47.5","","","","1"
"1994-12","Canada","2016A000011124","Barley [115114]","Index, 202001=100","403","units","0","v1324952525","1.78","58.8","","","","1"
"1994-12","Canada","2016A000011124","Soybeans [115121]","Index, 202001=100","403","units","0","v1324952526","1.79","67.5","","","","1"
"1994-12","Canada","2016A000011124","Oilseeds (except canola and soybeans) [115122]","Index, 202001=100","403","units","0","v1324952527","1.80","35.2","","","","1"
"1994-12","Canada","2016A000011124","Animals and animal products [M21]","Index, 202001=100","403","units","0","v1230998165","1.31","63.4","","","","1"
"1994-12","Canada","2016A000011124","Cattle and calves [11111]","Index, 202001=100","403","units","0","v1230998167","1.33","65.6","","","","1"
"1994-12","Canada","2016A000011124","Hogs [11112]","Index, 202001=100","403","units","0","v1230998168","1.34","78.2","","","","1"
"1994-12","Canada","2016A000011124","Poultry [11113]","Index, 202001=100","403","units","0","v1230998169","1.35","68.2","","","","1"
"1994-12","Canada","2016A000011124","Chickens [111131]","Index, 202001=100","403","units","0","v1324952528","1.81","67.3","","","","1"
"1994-12","Canada","2016A000011124","Eggs in shell [11611]","Index, 202001=100","403","units","0","v1230998172","1.38","60.5","","","","1"
"1994-12","Canada","2016A000011124","Unprocessed milk [11612]","Index, 202001=100","403","units","0","v1230998173","1.39","51.2","","","","1"
"1994-12","Canada","2016A000011124","Fish, crustaceans, shellfish and other fishery products [121]","Index, 202001=100","403","units","0","v1230998175","1.41","72.5","","","","1"
"1994-12","Canada","2016A000011124","Fish, crustaceans, shellfish and other fishery products [12111]","Index, 202001=100","403","units","0","v1230998176","1.42","72.5","","","","1"
"1994-12","Canada","2016A000011124","Non-metallic minerals [M31]","Index, 202001=100","403","units","0","v1230998177","1.43","48.0","","","","1"
"1994-12","Canada","2016A000011124","Stone [16211]","Index, 202001=100","403","units","0","v1230998181","1.47","52.9","","","","1"
"1994-12","Canada","2016A000011124","Crushed stone [162112]","Index, 202001=100","403","units","0","v1324952529","1.82","51.0","","","","1"
"1994-12","Canada","2016A000011124","Logs and bolts [13111]","Index, 202001=100","403","units","0","v1230998188","1.54","97.0","","","","1"
"1994-12","Canada","2016A000011124","Pulpwood [13112]","Index, 202001=100","403","units","0","v1230998189","1.55","169.2","","","","1"
"1994-12","Canada","2016A000011124","Natural rubber [282M]","Index, 202001=100","403","units","0","v1230998191","1.57","91.0","","","","1"
"1994-12","Canada","2016A000011124","Iron ores and concentrates [151]","Index, 202001=100","403","units","0","v1230998194","1.60","50.6","","","","1"
"1994-12","Canada","2016A000011124","Copper ores and concentrates [152]","Index, 202001=100","403","units","0","v1230998196","1.62","60.1","","","","1"
"1994-12","Canada","2016A000011124","Nickel ores and concentrates [153]","Index, 202001=100","403","units","0","v1230998198","1.64","65.8","","","","1"
"1994-12","Canada","2016A000011124","Radioactive ores and concentrates [154]","Index, 202001=100","403","units","0","v1230998200","1.66","35.3","","","","1"
"1994-12","Canada","2016A000011124","Gold, silver, and platinum group metal ores and concentrates [15511]","Index, 202001=100","403","units","0","v1230998203","1.69","26.7","","","","1"
"1994-12","Canada","2016A000011124","Gold ores, concentrates and mill bullion [155111]","Index, 202001=100","403","units","0","v1324952530","1.83","25.7","","","","1"
"1994-12","Canada","2016A000011124","Waste and scrap of iron and steel [15611]","Index, 202001=100","403","units","0","v1230998208","1.74","107.9","","","","1"
"1994-12","Canada","2016A000011124","Waste and scrap of non-ferrous metals [15612]","Index, 202001=100","403","units","0","v1230998209","1.75","48.8","","","","1"
"1995-01","Canada","2016A000011124","Total, Raw materials price indexes (RMPI)","Index, 202001=100","403","units","0","v1230998135","1.1","53.9","","","","1"
"1995-01","Canada","2016A000011124","Crude energy products [M51]","Index, 202001=100","403","units","0","v1230998136","1.2","33.8","","","","1"
"1995-01","Canada","2016A000011124","Conventional crude oil [14111]","Index, 202001=100","403","units","0","v1230998138","1.4","32.2","","","","1"
"1995-01","Canada","2016A000011124","Natural gas [142]","Index, 202001=100","403","units","0","v1230998141","1.7","111.1","","","","1"
"1995-01","Canada","2016A000011124","Hard coal [14411]","Index, 202001=100","403","units","0","v1230998143","1.9","88.5","","","","1"
"1995-01","Canada","2016A000011124","Total, excluding crude energy products","Index, 202001=100","403","units","0","v1230998148","1.14","69.4","","","","1"
"1995-01","Canada","2016A000011124","Crop products [M11]","Index, 202001=100","403","units","0","v1230998149","1.15","63.5","","","","1"
"1995-01","Canada","2016A000011124","Wheat [112]","Index, 202001=100","403","units","0","v1230998150","1.16","62.3","","","","1"
"1995-01","Canada","2016A000011124","Canola (including rapeseed) [113]","Index, 202001=100","403","units","0","v1230998151","1.17","79.5","","","","1"
"1995-01","Canada","2016A000011124","Fresh potatoes [11421]","Index, 202001=100","403","units","0","v1230998154","1.20","47.0","","","","1"
"1995-01","Canada","2016A000011124","Fresh vegetables (except potatoes and pulse crops) [11422]","Index, 202001=100","403","units","0","v1230998155","1.21","62.7","","","","1"
"1995-01","Canada","2016A000011124","Corn for grain [115111]","Index, 202001=100","403","units","0","v1324952523","1.76","66.2","","","","1"
"1995-01","Canada","2016A000011124","Oats [115113]","Index, 202001=100","403","units","0","v1324952524","1.77","47.3","","","","1"
"1995-01","Canada","2016A000011124","Barley [115114]","Index, 202001=100","403","units","0","v1324952525","1.78","59.5","","","","1"
"1995-01","Canada","2016A000011124","Soybeans [115121]","Index, 202001=100","403","units","0","v1324952526","1.79","69.1","","","","1"
"1995-01","Canada","2016A000011124","Oilseeds (except canola and soybeans) [115122]","Index, 202001=100","403","units","0","v1324952527","1.80","35.7","","","","1"
"1995-01","Canada","2016A000011124","Animals and animal products [M21]","Index, 202001=100","403","units","0","v1230998165","1.31","65.8","","","","1"
"1995-01","Canada","2016A000011124","Cattle and calves [11111]","Index, 202001=100","403","units","0","v1230998167","1.33","69.5","","","","1"
"1995-01","Canada","2016A000011124","Hogs [11112]","Index, 202001=100","403","units","0","v1230998168","1.34","89.7","","","","1"
"1995-01","Canada","2016A000011124","Poultry [11113]","Index, 202001=100","403","units","0","v1230998169","1.35","68.2","","","","1"
"1995-01","Canada","2016A000011124","Chickens [111131]","Index, 202001=100","403","units","0","v1324952528","1.81","67.3","","","","1"
"1995-01","Canada","2016A000011124","Eggs in shell [11611]","Index, 202001=100","403","units","0","v1230998172","1.38","60.3","","","","1"
"1995-01","Canada","2016A000011124","Unprocessed milk [11612]","Index, 202001=100","403","units","0","v1230998173","1.39","51.2","","","","1"
"1995-01","Canada","2016A000011124","Fish, crustaceans, shellfish and other fishery products [121]","Index, 202001=100","403","units","0","v1230998175","1.41","72.6","","","","1"
"1995-01","Canada","2016A000011124","Fish, crustaceans, shellfish and other fishery products [12111]","Index, 202001=100","403","units","0","v1230998176","1.42","72.6","","","","1"
"1995-01","Canada","2016A000011124","Non-metallic minerals [M31]","Index, 202001=100","403","units","0","v1230998177","1.43","49.1","","","","1"
"1995-01","Canada","2016A000011124","Stone [16211]","Index, 202001=100","403","units","0","v1230998181","1.47","53.7","","","","1"
"1995-01","Canada","2016A000011124","Crushed stone [162112]","Index, 202001=100","403","units","0","v1324952529","1.82","51.9","","","","1"
"1995-01","Canada","2016A000011124","Logs and bolts [13111]","Index, 202001=100","403","units","0","v1230998188","1.54","100.1","","","","1"
"1995-01","Canada","2016A000011124","Pulpwood [13112]","Index, 202001=100","403","units","0","v1230998189","1.55","175.0","","","","1"
"1995-01","Canada","2016A000011124","Natural rubber [282M]","Index, 202001=100","403","units","0","v1230998191","1.57","100.4","","","","1"
"1995-01","Canada","2016A000011124","Iron ores and concentrates [151]","Index, 202001=100","403","units","0","v1230998194","1.60","53.0","","","","1"
"1995-01","Canada","2016A000011124","Copper ores and concentrates [152]","Index, 202001=100","403","units","0","v1230998196","1.62","62.4","","","","1"
"1995-01","Canada","2016A000011124","Nickel ores and concentrates [153]","Index, 202001=100","403","units","0","v1230998198","1.64","72.9","","","","1"
"1995-01","Canada","2016A000011124","Radioactive ores and concentrates [154]","Index, 202001=100","403","units","0","v1230998200","1.66","37.0","","","","1"
"1995-01","Canada","2016A000011124","Gold, silver, and platinum group metal ores and concentrates [15511]","Index, 202001=100","403","units","0","v1230998203","1.69","27.2","","","","1"
"1995-01","Canada","2016A000011124","Gold ores, concentrates and mill bullion [155111]","Index, 202001=100","403","units","0","v1324952530","1.83","26.0","","","","1"
"1995-01","Canada","2016A000011124","Waste and scrap of iron and steel [15611]","Index, 202001=100","403","units","0","v1230998208","1.74","110.6","","","","1"
"1995-01","Canada","2016A000011124","Waste and scrap of non-ferrous metals [15612]","Index, 202001=100","403","units","0","v1230998209","1.75","52.3","","","","1"
"1995-02","Canada","2016A000011124","Total, Raw materials price indexes (RMPI)","Index, 202001=100","403","units","0","v1230998135","1.1","54.6","","","","1"
"1995-02","Canada","2016A000011124","Crude energy products [M51]","Index, 202001=100","403","units","0","v1230998136","1.2","35.0","","","","1"
"1995-02","Canada","2016A000011124","Conventional crude oil [14111]","Index, 202001=100","403","units","0","v1230998138","1.4","33.6","","","","1"
"1995-02","Canada","2016A000011124","Natural gas [142]","Index, 202001=100","403","units","0","v1230998141","1.7","101.3","","","","1"
"1995-02","Canada","2016A000011124","Hard coal [14411]","Index, 202001=100","403","units","0","v1230998143","1.9","88.7","","","","1"
"1995-02","Canada","2016A000011124","Total, excluding crude energy products","Index, 202001=100","403","units","0","v1230998148","1.14","69.6","","","","1"
"1995-02","Canada","2016A000011124","Crop products [M11]","Index, 202001=100","403","units","0","v1230998149","1.15","64.7","","","","1"
"1995-02","Canada","2016A000011124","Wheat [112]","Index, 202001=100","403","units","0","v1230998150","1.16","62.6","","","","1"
"1995-02","Canada","2016A000011124","Canola (including rapeseed) [113]","Index, 202001=100","403","units","0","v1230998151","1.17","81.3","","","","1"
"1995-02","Canada","2016A000011124","Fresh potatoes [11421]","Index, 202001=100","403","units","0","v1230998154","1.20","47.0","","","","1"
"1995-02","Canada","2016A000011124","Fresh vegetables (except potatoes and pulse crops) [11422]","Index, 202001=100","403","units","0","v1230998155","1.21","62.7","","","","1"
"1995-02","Canada","2016A000011124","Corn for grain [115111]","Index, 202001=100","403","units","0","v1324952523","1.76","68.9","","","","1"
"1995-02","Canada","2016A000011124","Oats [115113]","Index, 202001=100","403","units","0","v1324952524","1.77","47.8","","","","1"
"1995-02","Canada","2016A000011124","Barley [115114]","Index, 202001=100","403","units","0","v1324952525","1.78","59.9","","","","1"
"1995-02","Canada","2016A000011124","Soybeans [115121]","Index, 202001=100","403","units","0","v1324952526","1.79","68.6","","","","1"
"1995-02","Canada","2016A000011124","Oilseeds (except canola and soybeans) [115122]","Index, 202001=100","403","units","0","v1324952527","1.80","39.5","","","","1"
"1995-02","Canada","2016A000011124","Animals and animal products [M21]","Index, 202001=100","403","units","0","v1230998165","1.31","67.3","","","","1"
"1995-02","Canada","2016A000011124","Cattle and calves [11111]","Index, 202001=100","403","units","0","v1230998167","1.33","69.9","","","","1"
"1995-02","Canada","2016A000011124","Hogs [11112]","Index, 202001=100","403","units","0","v1230998168","1.34","100.3","","","","1"
"1995-02","Canada","2016A000011124","Poultry [11113]","Index, 202001=100","403","units","0","v1230998169","1.35","68.2","","","","1"
"1995-02","Canada","2016A000011124","Chickens [111131]","Index, 202001=100","403","units","0","v1324952528","1.81","67.5","","","","1"
"1995-02","Canada","2016A000011124","Eggs in shell [11611]","Index, 202001=100","403","units","0","v1230998172","1.38","61.1","","","","1"
"1995-02","Canada","2016A000011124","Unprocessed milk [11612]","Index, 202001=100","403","units","0","v1230998173","1.39","51.3","","","","1"
"1995-02","Canada","2016A000011124","Fish, crustaceans, shellfish and other fishery products [121]","Index, 202001=100","403","units","0","v1230998175","1.41","74.8","","","","1"
"1995-02","Canada","2016A000011124","Fish, crustaceans, shellfish and other fishery products [12111]","Index, 202001=100","403","units","0","v1230998176","1.42","74.8","","","","1"
"1995-02","Canada","2016A000011124","Non-metallic minerals [M31]","Index, 202001=100","403","units","0","v1230998177","1.43","49.2","","","","1"
"1995-02","Canada","2016A000011124","Stone [16211]","Index, 202001=100","403","units","0","v1230998181","1.47","53.7","","","","1"
"1995-02","Canada","2016A000011124","Crushed stone [162112]","Index, 202001=100","403","units","0","v1324952529","1.82","51.9","","","","1"
"1995-02","Canada","2016A000011124","Logs and bolts [13111]","Index, 202001=100","403","units","0","v1230998188","1.54","102.1","","","","1"
"1995-02","Canada","2016A000011124","Pulpwood [13112]","Index, 202001=100","403","units","0","v1230998189","1.55","176.7","","","","1"
"1995-02","Canada","2016A000011124","Natural rubber [282M]","Index, 202001=100","403","units","0","v1230998191","1.57","107.4","","","","1"
"1995-02","Canada","2016A000011124","Iron ores and concentrates [151]","Index, 202001=100","403","units","0","v1230998194","1.60","52.8","","","","1"
"1995-02","Canada","2016A000011124","Copper ores and concentrates [152]","Index, 202001=100","403","units","0","v1230998196","1.62","59.4","","","","1"
"1995-02","Canada","2016A000011124","Nickel ores and concentrates [153]","Index, 202001=100","403","units","0","v1230998198","1.64","68.5","","","","1"
"1995-02","Canada","2016A000011124","Radioactive ores and concentrates [154]","Index, 202001=100","403","units","0","v1230998200","1.66","37.0","","","","1"
"1995-02","Canada","2016A000011124","Gold, silver, and platinum group metal ores and concentrates [15511]","Index, 202001=100","403","units","0","v1230998203","1.69","26.9","","","","1"
"1995-02","Canada","2016A000011124","Gold ores, concentrates and mill bullion [155111]","Index, 202001=100","403","units","0","v1324952530","1.83","25.8","","","","1"
"1995-02","Canada","2016A000011124","Waste and scrap of iron and steel [15611]","Index, 202001=100","403","units","0","v1230998208","1.74","109.4","","","","1"
"1995-02","Canada","2016A000011124","Waste and scrap of non-ferrous metals [15612]","Index, 202001=100","403","units","0","v1230998209","1.75","48.2","","","","1"
"1995-03","Canada","2016A000011124","Total, Raw materials price indexes (RMPI)","Index, 202001=100","403","units","0","v1230998135","1.1","54.8","","","","1"
"1995-03","Canada","2016A000011124","Crude energy products [M51]","Index, 202001=100","403","units","0","v1230998136","1.2","35.2","","","","1"
"1995-03","Canada","2016A000011124","Conventional crude oil [14111]","Index, 202001=100","403","units","0","v1230998138","1.4","33.8","","","","1"
"1995-03","Canada","2016A000011124","Natural gas [142]","Index, 202001=100","403","units","0","v1230998141","1.7","98.7","","","","1"
"1995-03","Canada","2016A000011124","Hard coal [14411]","Index, 202001=100","403","units","0","v1230998143","1.9","89.6","","","","1"
"1995-03","Canada","2016A000011124","Total, excluding crude energy products","Index, 202001=100","403","units","0","v1230998148","1.14","69.8","","","","1"
"1995-03","Canada","2016A000011124","Crop products [M11]","Index, 202001=100","403","units","0","v1230998149","1.15","65.9","","","","1"
"1995-03","Canada","2016A000011124","Wheat [112]","Index, 202001=100","403","units","0","v1230998150","1.16","62.3","","","","1"
