,REF_DATE,GEO,New housing price indexes,UOM,HPI_kitchener_camb_water_ont
288,2005-01,"Kitchener-Cambridge-Waterloo, Ontario",House only,"Index, 201612=100",73.9
289,2005-02,"Kitchener-Cambridge-Waterloo, Ontario",House only,"Index, 201612=100",74.2
290,2005-03,"Kitchener-Cambridge-Waterloo, Ontario",House only,"Index, 201612=100",74.5
291,2005-04,"Kitchener-Cambridge-Waterloo, Ontario",House only,"Index, 201612=100",74.4
292,2005-05,"Kitchener-Cambridge-Waterloo, Ontario",House only,"Index, 201612=100",75.0
293,2005-06,"Kitchener-Cambridge-Waterloo, Ontario",House only,"Index, 201612=100",75.1
294,2005-07,"Kitchener-Cambridge-Waterloo, Ontario",House only,"Index, 201612=100",75.1
295,2005-08,"Kitchener-Cambridge-Waterloo, Ontario",House only,"Index, 201612=100",75.8
296,2005-09,"Kitchener-Cambridge-Waterloo, Ontario",House only,"Index, 201612=100",75.7
297,2005-10,"Kitchener-Cambridge-Waterloo, Ontario",House only,"Index, 201612=100",76.0
298,2005-11,"Kitchener-Cambridge-Waterloo, Ontario",House only,"Index, 201612=100",76.9
299,2005-12,"Kitchener-Cambridge-Waterloo, Ontario",House only,"Index, 201612=100",76.7
300,2006-01,"Kitchener-Cambridge-Waterloo, Ontario",House only,"Index, 201612=100",77.4
301,2006-02,"Kitchener-Cambridge-Waterloo, Ontario",House only,"Index, 201612=100",78.0
302,2006-03,"Kitchener-Cambridge-Waterloo, Ontario",House only,"Index, 201612=100",78.8
303,2006-04,"Kitchener-Cambridge-Waterloo, Ontario",House only,"Index, 201612=100",78.4
304,2006-05,"Kitchener-Cambridge-Waterloo, Ontario",House only,"Index, 201612=100",78.6
305,2006-06,"Kitchener-Cambridge-Waterloo, Ontario",House only,"Index, 201612=100",78.7
306,2006-07,"Kitchener-Cambridge-Waterloo, Ontario",House only,"Index, 201612=100",78.3
307,2006-08,"Kitchener-Cambridge-Waterloo, Ontario",House only,"Index, 201612=100",78.3
308,2006-09,"Kitchener-Cambridge-Waterloo, Ontario",House only,"Index, 201612=100",78.3
309,2006-10,"Kitchener-Cambridge-Waterloo, Ontario",House only,"Index, 201612=100",78.4
310,2006-11,"Kitchener-Cambridge-Waterloo, Ontario",House only,"Index, 201612=100",78.7
311,2006-12,"Kitchener-Cambridge-Waterloo, Ontario",House only,"Index, 201612=100",79.3
312,2007-01,"Kitchener-Cambridge-Waterloo, Ontario",House only,"Index, 201612=100",79.2
313,2007-02,"Kitchener-Cambridge-Waterloo, Ontario",House only,"Index, 201612=100",78.7
314,2007-03,"Kitchener-Cambridge-Waterloo, Ontario",House only,"Index, 201612=100",77.9
315,2007-04,"Kitchener-Cambridge-Waterloo, Ontario",House only,"Index, 201612=100",78.5
316,2007-05,"Kitchener-Cambridge-Waterloo, Ontario",House only,"Index, 201612=100",78.9
317,2007-06,"Kitchener-Cambridge-Waterloo, Ontario",House only,"Index, 201612=100",79.3
318,2007-07,"Kitchener-Cambridge-Waterloo, Ontario",House only,"Index, 201612=100",79.4
319,2007-08,"Kitchener-Cambridge-Waterloo, Ontario",House only,"Index, 201612=100",79.8
320,2007-09,"Kitchener-Cambridge-Waterloo, Ontario",House only,"Index, 201612=100",79.8
321,2007-10,"Kitchener-Cambridge-Waterloo, Ontario",House only,"Index, 201612=100",79.5
322,2007-11,"Kitchener-Cambridge-Waterloo, Ontario",House only,"Index, 201612=100",79.5
323,2007-12,"Kitchener-Cambridge-Waterloo, Ontario",House only,"Index, 201612=100",79.6
324,2008-01,"Kitchener-Cambridge-Waterloo, Ontario",House only,"Index, 201612=100",80.9
325,2008-02,"Kitchener-Cambridge-Waterloo, Ontario",House only,"Index, 201612=100",80.7
326,2008-03,"Kitchener-Cambridge-Waterloo, Ontario",House only,"Index, 201612=100",81.4
327,2008-04,"Kitchener-Cambridge-Waterloo, Ontario",House only,"Index, 201612=100",81.7
328,2008-05,"Kitchener-Cambridge-Waterloo, Ontario",House only,"Index, 201612=100",81.6
329,2008-06,"Kitchener-Cambridge-Waterloo, Ontario",House only,"Index, 201612=100",81.8
330,2008-07,"Kitchener-Cambridge-Waterloo, Ontario",House only,"Index, 201612=100",81.6
331,2008-08,"Kitchener-Cambridge-Waterloo, Ontario",House only,"Index, 201612=100",81.8
332,2008-09,"Kitchener-Cambridge-Waterloo, Ontario",House only,"Index, 201612=100",81.8
333,2008-10,"Kitchener-Cambridge-Waterloo, Ontario",House only,"Index, 201612=100",81.8
334,2008-11,"Kitchener-Cambridge-Waterloo, Ontario",House only,"Index, 201612=100",81.8
335,2008-12,"Kitchener-Cambridge-Waterloo, Ontario",House only,"Index, 201612=100",82.4
336,2009-01,"Kitchener-Cambridge-Waterloo, Ontario",House only,"Index, 201612=100",82.4
337,2009-02,"Kitchener-Cambridge-Waterloo, Ontario",House only,"Index, 201612=100",82.4
338,2009-03,"Kitchener-Cambridge-Waterloo, Ontario",House only,"Index, 201612=100",82.4
339,2009-04,"Kitchener-Cambridge-Waterloo, Ontario",House only,"Index, 201612=100",81.6
340,2009-05,"Kitchener-Cambridge-Waterloo, Ontario",House only,"Index, 201612=100",82.1
341,2009-06,"Kitchener-Cambridge-Waterloo, Ontario",House only,"Index, 201612=100",82.1
342,2009-07,"Kitchener-Cambridge-Waterloo, Ontario",House only,"Index, 201612=100",82.1
343,2009-08,"Kitchener-Cambridge-Waterloo, Ontario",House only,"Index, 201612=100",82.1
344,2009-09,"Kitchener-Cambridge-Waterloo, Ontario",House only,"Index, 201612=100",82.3
345,2009-10,"Kitchener-Cambridge-Waterloo, Ontario",House only,"Index, 201612=100",82.3
346,2009-11,"Kitchener-Cambridge-Waterloo, Ontario",House only,"Index, 201612=100",83.0
347,2009-12,"Kitchener-Cambridge-Waterloo, Ontario",House only,"Index, 201612=100",83.0
348,2010-01,"Kitchener-Cambridge-Waterloo, Ontario",House only,"Index, 201612=100",82.9
349,2010-02,"Kitchener-Cambridge-Waterloo, Ontario",House only,"Index, 201612=100",83.0
350,2010-03,"Kitchener-Cambridge-Waterloo, Ontario",House only,"Index, 201612=100",84.4
351,2010-04,"Kitchener-Cambridge-Waterloo, Ontario",House only,"Index, 201612=100",84.4
352,2010-05,"Kitchener-Cambridge-Waterloo, Ontario",House only,"Index, 201612=100",83.7
353,2010-06,"Kitchener-Cambridge-Waterloo, Ontario",House only,"Index, 201612=100",84.0
354,2010-07,"Kitchener-Cambridge-Waterloo, Ontario",House only,"Index, 201612=100",84.6
355,2010-08,"Kitchener-Cambridge-Waterloo, Ontario",House only,"Index, 201612=100",84.6
356,2010-09,"Kitchener-Cambridge-Waterloo, Ontario",House only,"Index, 201612=100",84.8
357,2010-10,"Kitchener-Cambridge-Waterloo, Ontario",House only,"Index, 201612=100",84.8
358,2010-11,"Kitchener-Cambridge-Waterloo, Ontario",House only,"Index, 201612=100",84.8
359,2010-12,"Kitchener-Cambridge-Waterloo, Ontario",House only,"Index, 201612=100",84.8
360,2011-01,"Kitchener-Cambridge-Waterloo, Ontario",House only,"Index, 201612=100",84.8
361,2011-02,"Kitchener-Cambridge-Waterloo, Ontario",House only,"Index, 201612=100",86.1
362,2011-03,"Kitchener-Cambridge-Waterloo, Ontario",House only,"Index, 201612=100",86.1
363,2011-04,"Kitchener-Cambridge-Waterloo, Ontario",House only,"Index, 201612=100",86.1
364,2011-05,"Kitchener-Cambridge-Waterloo, Ontario",House only,"Index, 201612=100",87.2
365,2011-06,"Kitchener-Cambridge-Waterloo, Ontario",House only,"Index, 201612=100",87.2
366,2011-07,"Kitchener-Cambridge-Waterloo, Ontario",House only,"Index, 201612=100",87.3
367,2011-08,"Kitchener-Cambridge-Waterloo, Ontario",House only,"Index, 201612=100",87.8
368,2011-09,"Kitchener-Cambridge-Waterloo, Ontario",House only,"Index, 201612=100",87.8
369,2011-10,"Kitchener-Cambridge-Waterloo, Ontario",House only,"Index, 201612=100",87.8
370,2011-11,"Kitchener-Cambridge-Waterloo, Ontario",House only,"Index, 201612=100",88.3
371,2011-12,"Kitchener-Cambridge-Waterloo, Ontario",House only,"Index, 201612=100",88.3
372,2012-01,"Kitchener-Cambridge-Waterloo, Ontario",House only,"Index, 201612=100",88.3
373,2012-02,"Kitchener-Cambridge-Waterloo, Ontario",House only,"Index, 201612=100",89.2
374,2012-03,"Kitchener-Cambridge-Waterloo, Ontario",House only,"Index, 201612=100",89.2
375,2012-04,"Kitchener-Cambridge-Waterloo, Ontario",House only,"Index, 201612=100",89.5
376,2012-05,"Kitchener-Cambridge-Waterloo, Ontario",House only,"Index, 201612=100",89.5
377,2012-06,"Kitchener-Cambridge-Waterloo, Ontario",House only,"Index, 201612=100",91.5
378,2012-07,"Kitchener-Cambridge-Waterloo, Ontario",House only,"Index, 201612=100",91.4
379,2012-08,"Kitchener-Cambridge-Waterloo, Ontario",House only,"Index, 201612=100",91.4
380,2012-09,"Kitchener-Cambridge-Waterloo, Ontario",House only,"Index, 201612=100",91.4
381,2012-10,"Kitchener-Cambridge-Waterloo, Ontario",House only,"Index, 201612=100",91.4
382,2012-11,"Kitchener-Cambridge-Waterloo, Ontario",House only,"Index, 201612=100",91.2
383,2012-12,"Kitchener-Cambridge-Waterloo, Ontario",House only,"Index, 201612=100",91.2
384,2013-01,"Kitchener-Cambridge-Waterloo, Ontario",House only,"Index, 201612=100",91.1
385,2013-02,"Kitchener-Cambridge-Waterloo, Ontario",House only,"Index, 201612=100",91.1
386,2013-03,"Kitchener-Cambridge-Waterloo, Ontario",House only,"Index, 201612=100",91.1
387,2013-04,"Kitchener-Cambridge-Waterloo, Ontario",House only,"Index, 201612=100",91.1
388,2013-05,"Kitchener-Cambridge-Waterloo, Ontario",House only,"Index, 201612=100",91.2
389,2013-06,"Kitchener-Cambridge-Waterloo, Ontario",House only,"Index, 201612=100",91.4
390,2013-07,"Kitchener-Cambridge-Waterloo, Ontario",House only,"Index, 201612=100",91.4
391,2013-08,"Kitchener-Cambridge-Waterloo, Ontario",House only,"Index, 201612=100",91.5
392,2013-09,"Kitchener-Cambridge-Waterloo, Ontario",House only,"Index, 201612=100",91.5
393,2013-10,"Kitchener-Cambridge-Waterloo, Ontario",House only,"Index, 201612=100",91.6
394,2013-11,"Kitchener-Cambridge-Waterloo, Ontario",House only,"Index, 201612=100",91.6
395,2013-12,"Kitchener-Cambridge-Waterloo, Ontario",House only,"Index, 201612=100",91.3
396,2014-01,"Kitchener-Cambridge-Waterloo, Ontario",House only,"Index, 201612=100",90.9
397,2014-02,"Kitchener-Cambridge-Waterloo, Ontario",House only,"Index, 201612=100",91.8
398,2014-03,"Kitchener-Cambridge-Waterloo, Ontario",House only,"Index, 201612=100",91.8
399,2014-04,"Kitchener-Cambridge-Waterloo, Ontario",House only,"Index, 201612=100",91.8
400,2014-05,"Kitchener-Cambridge-Waterloo, Ontario",House only,"Index, 201612=100",91.9
401,2014-06,"Kitchener-Cambridge-Waterloo, Ontario",House only,"Index, 201612=100",91.9
402,2014-07,"Kitchener-Cambridge-Waterloo, Ontario",House only,"Index, 201612=100",92.0
403,2014-08,"Kitchener-Cambridge-Waterloo, Ontario",House only,"Index, 201612=100",92.4
404,2014-09,"Kitchener-Cambridge-Waterloo, Ontario",House only,"Index, 201612=100",92.7
405,2014-10,"Kitchener-Cambridge-Waterloo, Ontario",House only,"Index, 201612=100",93.1
406,2014-11,"Kitchener-Cambridge-Waterloo, Ontario",House only,"Index, 201612=100",93.4
407,2014-12,"Kitchener-Cambridge-Waterloo, Ontario",House only,"Index, 201612=100",93.9
408,2015-01,"Kitchener-Cambridge-Waterloo, Ontario",House only,"Index, 201612=100",93.9
409,2015-02,"Kitchener-Cambridge-Waterloo, Ontario",House only,"Index, 201612=100",94.3
410,2015-03,"Kitchener-Cambridge-Waterloo, Ontario",House only,"Index, 201612=100",94.3
411,2015-04,"Kitchener-Cambridge-Waterloo, Ontario",House only,"Index, 201612=100",94.3
412,2015-05,"Kitchener-Cambridge-Waterloo, Ontario",House only,"Index, 201612=100",94.3
413,2015-06,"Kitchener-Cambridge-Waterloo, Ontario",House only,"Index, 201612=100",94.6
414,2015-07,"Kitchener-Cambridge-Waterloo, Ontario",House only,"Index, 201612=100",94.3
415,2015-08,"Kitchener-Cambridge-Waterloo, Ontario",House only,"Index, 201612=100",94.5
416,2015-09,"Kitchener-Cambridge-Waterloo, Ontario",House only,"Index, 201612=100",94.7
417,2015-10,"Kitchener-Cambridge-Waterloo, Ontario",House only,"Index, 201612=100",94.7
418,2015-11,"Kitchener-Cambridge-Waterloo, Ontario",House only,"Index, 201612=100",94.7
419,2015-12,"Kitchener-Cambridge-Waterloo, Ontario",House only,"Index, 201612=100",94.9
420,2016-01,"Kitchener-Cambridge-Waterloo, Ontario",House only,"Index, 201612=100",94.9
421,2016-02,"Kitchener-Cambridge-Waterloo, Ontario",House only,"Index, 201612=100",95.1
422,2016-03,"Kitchener-Cambridge-Waterloo, Ontario",House only,"Index, 201612=100",95.2
423,2016-04,"Kitchener-Cambridge-Waterloo, Ontario",House only,"Index, 201612=100",96.3
424,2016-05,"Kitchener-Cambridge-Waterloo, Ontario",House only,"Index, 201612=100",96.6
425,2016-06,"Kitchener-Cambridge-Waterloo, Ontario",House only,"Index, 201612=100",96.7
426,2016-07,"Kitchener-Cambridge-Waterloo, Ontario",House only,"Index, 201612=100",96.9
427,2016-08,"Kitchener-Cambridge-Waterloo, Ontario",House only,"Index, 201612=100",97.5
428,2016-09,"Kitchener-Cambridge-Waterloo, Ontario",House only,"Index, 201612=100",97.5
429,2016-10,"Kitchener-Cambridge-Waterloo, Ontario",House only,"Index, 201612=100",98.4
430,2016-11,"Kitchener-Cambridge-Waterloo, Ontario",House only,"Index, 201612=100",99.1
431,2016-12,"Kitchener-Cambridge-Waterloo, Ontario",House only,"Index, 201612=100",100.0
432,2017-01,"Kitchener-Cambridge-Waterloo, Ontario",House only,"Index, 201612=100",100.5
433,2017-02,"Kitchener-Cambridge-Waterloo, Ontario",House only,"Index, 201612=100",100.7
434,2017-03,"Kitchener-Cambridge-Waterloo, Ontario",House only,"Index, 201612=100",100.7
435,2017-04,"Kitchener-Cambridge-Waterloo, Ontario",House only,"Index, 201612=100",102.9
436,2017-05,"Kitchener-Cambridge-Waterloo, Ontario",House only,"Index, 201612=100",102.9
437,2017-06,"Kitchener-Cambridge-Waterloo, Ontario",House only,"Index, 201612=100",103.0
438,2017-07,"Kitchener-Cambridge-Waterloo, Ontario",House only,"Index, 201612=100",103.0
439,2017-08,"Kitchener-Cambridge-Waterloo, Ontario",House only,"Index, 201612=100",103.0
440,2017-09,"Kitchener-Cambridge-Waterloo, Ontario",House only,"Index, 201612=100",103.0
441,2017-10,"Kitchener-Cambridge-Waterloo, Ontario",House only,"Index, 201612=100",102.9
442,2017-11,"Kitchener-Cambridge-Waterloo, Ontario",House only,"Index, 201612=100",102.9
443,2017-12,"Kitchener-Cambridge-Waterloo, Ontario",House only,"Index, 201612=100",102.9
444,2018-01,"Kitchener-Cambridge-Waterloo, Ontario",House only,"Index, 201612=100",102.9
445,2018-02,"Kitchener-Cambridge-Waterloo, Ontario",House only,"Index, 201612=100",102.9
446,2018-03,"Kitchener-Cambridge-Waterloo, Ontario",House only,"Index, 201612=100",102.9
447,2018-04,"Kitchener-Cambridge-Waterloo, Ontario",House only,"Index, 201612=100",102.9
448,2018-05,"Kitchener-Cambridge-Waterloo, Ontario",House only,"Index, 201612=100",103.1
449,2018-06,"Kitchener-Cambridge-Waterloo, Ontario",House only,"Index, 201612=100",103.1
450,2018-07,"Kitchener-Cambridge-Waterloo, Ontario",House only,"Index, 201612=100",103.2
451,2018-08,"Kitchener-Cambridge-Waterloo, Ontario",House only,"Index, 201612=100",103.1
452,2018-09,"Kitchener-Cambridge-Waterloo, Ontario",House only,"Index, 201612=100",103.2
453,2018-10,"Kitchener-Cambridge-Waterloo, Ontario",House only,"Index, 201612=100",103.1
454,2018-11,"Kitchener-Cambridge-Waterloo, Ontario",House only,"Index, 201612=100",103.3
455,2018-12,"Kitchener-Cambridge-Waterloo, Ontario",House only,"Index, 201612=100",103.3
456,2019-01,"Kitchener-Cambridge-Waterloo, Ontario",House only,"Index, 201612=100",103.3
457,2019-02,"Kitchener-Cambridge-Waterloo, Ontario",House only,"Index, 201612=100",103.4
458,2019-03,"Kitchener-Cambridge-Waterloo, Ontario",House only,"Index, 201612=100",103.4
459,2019-04,"Kitchener-Cambridge-Waterloo, Ontario",House only,"Index, 201612=100",103.8
460,2019-05,"Kitchener-Cambridge-Waterloo, Ontario",House only,"Index, 201612=100",103.8
461,2019-06,"Kitchener-Cambridge-Waterloo, Ontario",House only,"Index, 201612=100",104.0
462,2019-07,"Kitchener-Cambridge-Waterloo, Ontario",House only,"Index, 201612=100",103.9
463,2019-08,"Kitchener-Cambridge-Waterloo, Ontario",House only,"Index, 201612=100",105.9
464,2019-09,"Kitchener-Cambridge-Waterloo, Ontario",House only,"Index, 201612=100",108.4
465,2019-10,"Kitchener-Cambridge-Waterloo, Ontario",House only,"Index, 201612=100",108.5
466,2019-11,"Kitchener-Cambridge-Waterloo, Ontario",House only,"Index, 201612=100",108.6
467,2019-12,"Kitchener-Cambridge-Waterloo, Ontario",House only,"Index, 201612=100",108.6
468,2020-01,"Kitchener-Cambridge-Waterloo, Ontario",House only,"Index, 201612=100",108.6
469,2020-02,"Kitchener-Cambridge-Waterloo, Ontario",House only,"Index, 201612=100",110.3
470,2020-03,"Kitchener-Cambridge-Waterloo, Ontario",House only,"Index, 201612=100",110.9
471,2020-04,"Kitchener-Cambridge-Waterloo, Ontario",House only,"Index, 201612=100",111.8
472,2020-05,"Kitchener-Cambridge-Waterloo, Ontario",House only,"Index, 201612=100",111.9
473,2020-06,"Kitchener-Cambridge-Waterloo, Ontario",House only,"Index, 201612=100",112.3
474,2020-07,"Kitchener-Cambridge-Waterloo, Ontario",House only,"Index, 201612=100",113.3
475,2020-08,"Kitchener-Cambridge-Waterloo, Ontario",House only,"Index, 201612=100",113.5
476,2020-09,"Kitchener-Cambridge-Waterloo, Ontario",House only,"Index, 201612=100",113.9
477,2020-10,"Kitchener-Cambridge-Waterloo, Ontario",House only,"Index, 201612=100",114.4
478,2020-11,"Kitchener-Cambridge-Waterloo, Ontario",House only,"Index, 201612=100",117.2
479,2020-12,"Kitchener-Cambridge-Waterloo, Ontario",House only,"Index, 201612=100",118.6
480,2021-01,"Kitchener-Cambridge-Waterloo, Ontario",House only,"Index, 201612=100",118.5
481,2021-02,"Kitchener-Cambridge-Waterloo, Ontario",House only,"Index, 201612=100",120.7
482,2021-03,"Kitchener-Cambridge-Waterloo, Ontario",House only,"Index, 201612=100",122.6
483,2021-04,"Kitchener-Cambridge-Waterloo, Ontario",House only,"Index, 201612=100",123.6
484,2021-05,"Kitchener-Cambridge-Waterloo, Ontario",House only,"Index, 201612=100",131.4
485,2021-06,"Kitchener-Cambridge-Waterloo, Ontario",House only,"Index, 201612=100",132.4
486,2021-07,"Kitchener-Cambridge-Waterloo, Ontario",House only,"Index, 201612=100",133.9
487,2021-08,"Kitchener-Cambridge-Waterloo, Ontario",House only,"Index, 201612=100",133.3
488,2021-09,"Kitchener-Cambridge-Waterloo, Ontario",House only,"Index, 201612=100",134.2
489,2021-10,"Kitchener-Cambridge-Waterloo, Ontario",House only,"Index, 201612=100",140.5
490,2021-11,"Kitchener-Cambridge-Waterloo, Ontario",House only,"Index, 201612=100",143.7
491,2021-12,"Kitchener-Cambridge-Waterloo, Ontario",House only,"Index, 201612=100",149.2
492,2022-01,"Kitchener-Cambridge-Waterloo, Ontario",House only,"Index, 201612=100",149.2
493,2022-02,"Kitchener-Cambridge-Waterloo, Ontario",House only,"Index, 201612=100",152.2
494,2022-03,"Kitchener-Cambridge-Waterloo, Ontario",House only,"Index, 201612=100",154.3
495,2022-04,"Kitchener-Cambridge-Waterloo, Ontario",House only,"Index, 201612=100",154.3
496,2022-05,"Kitchener-Cambridge-Waterloo, Ontario",House only,"Index, 201612=100",154.3
497,2022-06,"Kitchener-Cambridge-Waterloo, Ontario",House only,"Index, 201612=100",155.2
498,2022-07,"Kitchener-Cambridge-Waterloo, Ontario",House only,"Index, 201612=100",154.8
499,2022-08,"Kitchener-Cambridge-Waterloo, Ontario",House only,"Index, 201612=100",155.4
500,2022-09,"Kitchener-Cambridge-Waterloo, Ontario",House only,"Index, 201612=100",154.7
