,REF_DATE,GEO,New housing price indexes,UOM,HPI_troisriv_qc
383,2012-12,"Trois-Rivières, Quebec",House only,"Index, 201612=100",
384,2013-01,"Trois-Rivières, Quebec",House only,"Index, 201612=100",
385,2013-02,"Trois-Rivières, Quebec",House only,"Index, 201612=100",
386,2013-03,"Trois-Rivières, Quebec",House only,"Index, 201612=100",
387,2013-04,"Trois-Rivières, Quebec",House only,"Index, 201612=100",
388,2013-05,"Trois-Rivières, Quebec",House only,"Index, 201612=100",
389,2013-06,"Trois-Rivières, Quebec",House only,"Index, 201612=100",
390,2013-07,"Trois-Rivières, Quebec",House only,"Index, 201612=100",
391,2013-08,"Trois-Rivières, Quebec",House only,"Index, 201612=100",
392,2013-09,"Trois-Rivières, Quebec",House only,"Index, 201612=100",
393,2013-10,"Trois-Rivières, Quebec",House only,"Index, 201612=100",
394,2013-11,"Trois-Rivières, Quebec",House only,"Index, 201612=100",
395,2013-12,"Trois-Rivières, Quebec",House only,"Index, 201612=100",
396,2014-01,"Trois-Rivières, Quebec",House only,"Index, 201612=100",
397,2014-02,"Trois-Rivières, Quebec",House only,"Index, 201612=100",
398,2014-03,"Trois-Rivières, Quebec",House only,"Index, 201612=100",
399,2014-04,"Trois-Rivières, Quebec",House only,"Index, 201612=100",
400,2014-05,"Trois-Rivières, Quebec",House only,"Index, 201612=100",
401,2014-06,"Trois-Rivières, Quebec",House only,"Index, 201612=100",
402,2014-07,"Trois-Rivières, Quebec",House only,"Index, 201612=100",
403,2014-08,"Trois-Rivières, Quebec",House only,"Index, 201612=100",
404,2014-09,"Trois-Rivières, Quebec",House only,"Index, 201612=100",
405,2014-10,"Trois-Rivières, Quebec",House only,"Index, 201612=100",
406,2014-11,"Trois-Rivières, Quebec",House only,"Index, 201612=100",
407,2014-12,"Trois-Rivières, Quebec",House only,"Index, 201612=100",
408,2015-01,"Trois-Rivières, Quebec",House only,"Index, 201612=100",
409,2015-02,"Trois-Rivières, Quebec",House only,"Index, 201612=100",
410,2015-03,"Trois-Rivières, Quebec",House only,"Index, 201612=100",
411,2015-04,"Trois-Rivières, Quebec",House only,"Index, 201612=100",
412,2015-05,"Trois-Rivières, Quebec",House only,"Index, 201612=100",
413,2015-06,"Trois-Rivières, Quebec",House only,"Index, 201612=100",
414,2015-07,"Trois-Rivières, Quebec",House only,"Index, 201612=100",
415,2015-08,"Trois-Rivières, Quebec",House only,"Index, 201612=100",
416,2015-09,"Trois-Rivières, Quebec",House only,"Index, 201612=100",
417,2015-10,"Trois-Rivières, Quebec",House only,"Index, 201612=100",
418,2015-11,"Trois-Rivières, Quebec",House only,"Index, 201612=100",
419,2015-12,"Trois-Rivières, Quebec",House only,"Index, 201612=100",
420,2016-01,"Trois-Rivières, Quebec",House only,"Index, 201612=100",
421,2016-02,"Trois-Rivières, Quebec",House only,"Index, 201612=100",
422,2016-03,"Trois-Rivières, Quebec",House only,"Index, 201612=100",
423,2016-04,"Trois-Rivières, Quebec",House only,"Index, 201612=100",
424,2016-05,"Trois-Rivières, Quebec",House only,"Index, 201612=100",
425,2016-06,"Trois-Rivières, Quebec",House only,"Index, 201612=100",
426,2016-07,"Trois-Rivières, Quebec",House only,"Index, 201612=100",
427,2016-08,"Trois-Rivières, Quebec",House only,"Index, 201612=100",
428,2016-09,"Trois-Rivières, Quebec",House only,"Index, 201612=100",
429,2016-10,"Trois-Rivières, Quebec",House only,"Index, 201612=100",
430,2016-11,"Trois-Rivières, Quebec",House only,"Index, 201612=100",
431,2016-12,"Trois-Rivières, Quebec",House only,"Index, 201612=100",100.0
432,2017-01,"Trois-Rivières, Quebec",House only,"Index, 201612=100",100.0
433,2017-02,"Trois-Rivières, Quebec",House only,"Index, 201612=100",100.0
434,2017-03,"Trois-Rivières, Quebec",House only,"Index, 201612=100",100.0
435,2017-04,"Trois-Rivières, Quebec",House only,"Index, 201612=100",100.0
436,2017-05,"Trois-Rivières, Quebec",House only,"Index, 201612=100",100.0
437,2017-06,"Trois-Rivières, Quebec",House only,"Index, 201612=100",100.0
438,2017-07,"Trois-Rivières, Quebec",House only,"Index, 201612=100",100.0
439,2017-08,"Trois-Rivières, Quebec",House only,"Index, 201612=100",100.0
440,2017-09,"Trois-Rivières, Quebec",House only,"Index, 201612=100",100.0
441,2017-10,"Trois-Rivières, Quebec",House only,"Index, 201612=100",100.0
442,2017-11,"Trois-Rivières, Quebec",House only,"Index, 201612=100",100.3
443,2017-12,"Trois-Rivières, Quebec",House only,"Index, 201612=100",100.3
444,2018-01,"Trois-Rivières, Quebec",House only,"Index, 201612=100",100.7
445,2018-02,"Trois-Rivières, Quebec",House only,"Index, 201612=100",100.7
446,2018-03,"Trois-Rivières, Quebec",House only,"Index, 201612=100",100.7
447,2018-04,"Trois-Rivières, Quebec",House only,"Index, 201612=100",100.7
448,2018-05,"Trois-Rivières, Quebec",House only,"Index, 201612=100",100.7
449,2018-06,"Trois-Rivières, Quebec",House only,"Index, 201612=100",100.7
450,2018-07,"Trois-Rivières, Quebec",House only,"Index, 201612=100",100.7
451,2018-08,"Trois-Rivières, Quebec",House only,"Index, 201612=100",100.7
452,2018-09,"Trois-Rivières, Quebec",House only,"Index, 201612=100",100.7
453,2018-10,"Trois-Rivières, Quebec",House only,"Index, 201612=100",101.2
454,2018-11,"Trois-Rivières, Quebec",House only,"Index, 201612=100",101.2
455,2018-12,"Trois-Rivières, Quebec",House only,"Index, 201612=100",101.2
456,2019-01,"Trois-Rivières, Quebec",House only,"Index, 201612=100",101.5
457,2019-02,"Trois-Rivières, Quebec",House only,"Index, 201612=100",101.5
458,2019-03,"Trois-Rivières, Quebec",House only,"Index, 201612=100",101.8
459,2019-04,"Trois-Rivières, Quebec",House only,"Index, 201612=100",101.8
460,2019-05,"Trois-Rivières, Quebec",House only,"Index, 201612=100",101.8
461,2019-06,"Trois-Rivières, Quebec",House only,"Index, 201612=100",101.8
462,2019-07,"Trois-Rivières, Quebec",House only,"Index, 201612=100",101.8
463,2019-08,"Trois-Rivières, Quebec",House only,"Index, 201612=100",102.4
464,2019-09,"Trois-Rivières, Quebec",House only,"Index, 201612=100",103.5
465,2019-10,"Trois-Rivières, Quebec",House only,"Index, 201612=100",103.5
466,2019-11,"Trois-Rivières, Quebec",House only,"Index, 201612=100",103.5
467,2019-12,"Trois-Rivières, Quebec",House only,"Index, 201612=100",103.5
468,2020-01,"Trois-Rivières, Quebec",House only,"Index, 201612=100",103.5
469,2020-02,"Trois-Rivières, Quebec",House only,"Index, 201612=100",103.5
470,2020-03,"Trois-Rivières, Quebec",House only,"Index, 201612=100",103.5
471,2020-04,"Trois-Rivières, Quebec",House only,"Index, 201612=100",103.5
472,2020-05,"Trois-Rivières, Quebec",House only,"Index, 201612=100",103.5
473,2020-06,"Trois-Rivières, Quebec",House only,"Index, 201612=100",103.5
474,2020-07,"Trois-Rivières, Quebec",House only,"Index, 201612=100",104.0
475,2020-08,"Trois-Rivières, Quebec",House only,"Index, 201612=100",104.3
476,2020-09,"Trois-Rivières, Quebec",House only,"Index, 201612=100",105.8
477,2020-10,"Trois-Rivières, Quebec",House only,"Index, 201612=100",108.5
478,2020-11,"Trois-Rivières, Quebec",House only,"Index, 201612=100",108.5
479,2020-12,"Trois-Rivières, Quebec",House only,"Index, 201612=100",108.5
480,2021-01,"Trois-Rivières, Quebec",House only,"Index, 201612=100",109.0
481,2021-02,"Trois-Rivières, Quebec",House only,"Index, 201612=100",109.4
482,2021-03,"Trois-Rivières, Quebec",House only,"Index, 201612=100",109.4
483,2021-04,"Trois-Rivières, Quebec",House only,"Index, 201612=100",109.4
484,2021-05,"Trois-Rivières, Quebec",House only,"Index, 201612=100",109.4
485,2021-06,"Trois-Rivières, Quebec",House only,"Index, 201612=100",110.7
486,2021-07,"Trois-Rivières, Quebec",House only,"Index, 201612=100",110.7
487,2021-08,"Trois-Rivières, Quebec",House only,"Index, 201612=100",110.7
488,2021-09,"Trois-Rivières, Quebec",House only,"Index, 201612=100",110.7
489,2021-10,"Trois-Rivières, Quebec",House only,"Index, 201612=100",110.7
490,2021-11,"Trois-Rivières, Quebec",House only,"Index, 201612=100",110.7
491,2021-12,"Trois-Rivières, Quebec",House only,"Index, 201612=100",110.7
492,2022-01,"Trois-Rivières, Quebec",House only,"Index, 201612=100",112.6
493,2022-02,"Trois-Rivières, Quebec",House only,"Index, 201612=100",112.6
494,2022-03,"Trois-Rivières, Quebec",House only,"Index, 201612=100",112.6
495,2022-04,"Trois-Rivières, Quebec",House only,"Index, 201612=100",112.6
496,2022-05,"Trois-Rivières, Quebec",House only,"Index, 201612=100",112.6
497,2022-06,"Trois-Rivières, Quebec",House only,"Index, 201612=100",112.6
498,2022-07,"Trois-Rivières, Quebec",House only,"Index, 201612=100",112.6
499,2022-08,"Trois-Rivières, Quebec",House only,"Index, 201612=100",112.6
500,2022-09,"Trois-Rivières, Quebec",House only,"Index, 201612=100",112.6
