,REF_DATE,GEO,New housing price indexes,UOM,HPI_saskatoon_sask
345,2009-10,"Saskatoon, Saskatchewan",House only,"Index, 201612=100",95.1
346,2009-11,"Saskatoon, Saskatchewan",House only,"Index, 201612=100",94.9
347,2009-12,"Saskatoon, Saskatchewan",House only,"Index, 201612=100",95.2
348,2010-01,"Saskatoon, Saskatchewan",House only,"Index, 201612=100",95.3
349,2010-02,"Saskatoon, Saskatchewan",House only,"Index, 201612=100",95.8
350,2010-03,"Saskatoon, Saskatchewan",House only,"Index, 201612=100",96.4
351,2010-04,"Saskatoon, Saskatchewan",House only,"Index, 201612=100",97.3
352,2010-05,"Saskatoon, Saskatchewan",House only,"Index, 201612=100",97.5
353,2010-06,"Saskatoon, Saskatchewan",House only,"Index, 201612=100",97.5
354,2010-07,"Saskatoon, Saskatchewan",House only,"Index, 201612=100",97.5
355,2010-08,"Saskatoon, Saskatchewan",House only,"Index, 201612=100",97.5
356,2010-09,"Saskatoon, Saskatchewan",House only,"Index, 201612=100",97.5
357,2010-10,"Saskatoon, Saskatchewan",House only,"Index, 201612=100",98.6
358,2010-11,"Saskatoon, Saskatchewan",House only,"Index, 201612=100",98.6
359,2010-12,"Saskatoon, Saskatchewan",House only,"Index, 201612=100",98.6
360,2011-01,"Saskatoon, Saskatchewan",House only,"Index, 201612=100",98.8
361,2011-02,"Saskatoon, Saskatchewan",House only,"Index, 201612=100",98.8
362,2011-03,"Saskatoon, Saskatchewan",House only,"Index, 201612=100",98.8
363,2011-04,"Saskatoon, Saskatchewan",House only,"Index, 201612=100",98.8
364,2011-05,"Saskatoon, Saskatchewan",House only,"Index, 201612=100",98.8
365,2011-06,"Saskatoon, Saskatchewan",House only,"Index, 201612=100",98.8
366,2011-07,"Saskatoon, Saskatchewan",House only,"Index, 201612=100",98.8
367,2011-08,"Saskatoon, Saskatchewan",House only,"Index, 201612=100",98.8
368,2011-09,"Saskatoon, Saskatchewan",House only,"Index, 201612=100",99.1
369,2011-10,"Saskatoon, Saskatchewan",House only,"Index, 201612=100",98.9
370,2011-11,"Saskatoon, Saskatchewan",House only,"Index, 201612=100",100.4
371,2011-12,"Saskatoon, Saskatchewan",House only,"Index, 201612=100",100.3
372,2012-01,"Saskatoon, Saskatchewan",House only,"Index, 201612=100",100.8
373,2012-02,"Saskatoon, Saskatchewan",House only,"Index, 201612=100",100.8
374,2012-03,"Saskatoon, Saskatchewan",House only,"Index, 201612=100",100.7
375,2012-04,"Saskatoon, Saskatchewan",House only,"Index, 201612=100",101.2
376,2012-05,"Saskatoon, Saskatchewan",House only,"Index, 201612=100",101.2
377,2012-06,"Saskatoon, Saskatchewan",House only,"Index, 201612=100",101.2
378,2012-07,"Saskatoon, Saskatchewan",House only,"Index, 201612=100",101.2
379,2012-08,"Saskatoon, Saskatchewan",House only,"Index, 201612=100",101.2
380,2012-09,"Saskatoon, Saskatchewan",House only,"Index, 201612=100",101.2
381,2012-10,"Saskatoon, Saskatchewan",House only,"Index, 201612=100",101.2
382,2012-11,"Saskatoon, Saskatchewan",House only,"Index, 201612=100",101.2
383,2012-12,"Saskatoon, Saskatchewan",House only,"Index, 201612=100",101.2
384,2013-01,"Saskatoon, Saskatchewan",House only,"Index, 201612=100",101.2
385,2013-02,"Saskatoon, Saskatchewan",House only,"Index, 201612=100",101.2
386,2013-03,"Saskatoon, Saskatchewan",House only,"Index, 201612=100",101.3
387,2013-04,"Saskatoon, Saskatchewan",House only,"Index, 201612=100",101.3
388,2013-05,"Saskatoon, Saskatchewan",House only,"Index, 201612=100",101.3
389,2013-06,"Saskatoon, Saskatchewan",House only,"Index, 201612=100",102.0
390,2013-07,"Saskatoon, Saskatchewan",House only,"Index, 201612=100",101.6
391,2013-08,"Saskatoon, Saskatchewan",House only,"Index, 201612=100",102.1
392,2013-09,"Saskatoon, Saskatchewan",House only,"Index, 201612=100",102.1
393,2013-10,"Saskatoon, Saskatchewan",House only,"Index, 201612=100",102.6
394,2013-11,"Saskatoon, Saskatchewan",House only,"Index, 201612=100",102.8
395,2013-12,"Saskatoon, Saskatchewan",House only,"Index, 201612=100",102.8
396,2014-01,"Saskatoon, Saskatchewan",House only,"Index, 201612=100",104.2
397,2014-02,"Saskatoon, Saskatchewan",House only,"Index, 201612=100",104.2
398,2014-03,"Saskatoon, Saskatchewan",House only,"Index, 201612=100",104.1
399,2014-04,"Saskatoon, Saskatchewan",House only,"Index, 201612=100",104.2
400,2014-05,"Saskatoon, Saskatchewan",House only,"Index, 201612=100",104.2
401,2014-06,"Saskatoon, Saskatchewan",House only,"Index, 201612=100",104.1
402,2014-07,"Saskatoon, Saskatchewan",House only,"Index, 201612=100",103.9
403,2014-08,"Saskatoon, Saskatchewan",House only,"Index, 201612=100",104.1
404,2014-09,"Saskatoon, Saskatchewan",House only,"Index, 201612=100",103.9
405,2014-10,"Saskatoon, Saskatchewan",House only,"Index, 201612=100",103.9
406,2014-11,"Saskatoon, Saskatchewan",House only,"Index, 201612=100",103.9
407,2014-12,"Saskatoon, Saskatchewan",House only,"Index, 201612=100",103.7
408,2015-01,"Saskatoon, Saskatchewan",House only,"Index, 201612=100",103.7
409,2015-02,"Saskatoon, Saskatchewan",House only,"Index, 201612=100",103.7
410,2015-03,"Saskatoon, Saskatchewan",House only,"Index, 201612=100",103.4
411,2015-04,"Saskatoon, Saskatchewan",House only,"Index, 201612=100",103.6
412,2015-05,"Saskatoon, Saskatchewan",House only,"Index, 201612=100",104.2
413,2015-06,"Saskatoon, Saskatchewan",House only,"Index, 201612=100",103.5
414,2015-07,"Saskatoon, Saskatchewan",House only,"Index, 201612=100",104.2
415,2015-08,"Saskatoon, Saskatchewan",House only,"Index, 201612=100",104.2
416,2015-09,"Saskatoon, Saskatchewan",House only,"Index, 201612=100",103.1
417,2015-10,"Saskatoon, Saskatchewan",House only,"Index, 201612=100",102.4
418,2015-11,"Saskatoon, Saskatchewan",House only,"Index, 201612=100",102.0
419,2015-12,"Saskatoon, Saskatchewan",House only,"Index, 201612=100",101.9
420,2016-01,"Saskatoon, Saskatchewan",House only,"Index, 201612=100",101.4
421,2016-02,"Saskatoon, Saskatchewan",House only,"Index, 201612=100",101.1
422,2016-03,"Saskatoon, Saskatchewan",House only,"Index, 201612=100",100.6
423,2016-04,"Saskatoon, Saskatchewan",House only,"Index, 201612=100",100.2
424,2016-05,"Saskatoon, Saskatchewan",House only,"Index, 201612=100",100.2
425,2016-06,"Saskatoon, Saskatchewan",House only,"Index, 201612=100",99.8
426,2016-07,"Saskatoon, Saskatchewan",House only,"Index, 201612=100",99.6
427,2016-08,"Saskatoon, Saskatchewan",House only,"Index, 201612=100",99.4
428,2016-09,"Saskatoon, Saskatchewan",House only,"Index, 201612=100",99.4
429,2016-10,"Saskatoon, Saskatchewan",House only,"Index, 201612=100",99.6
430,2016-11,"Saskatoon, Saskatchewan",House only,"Index, 201612=100",99.6
431,2016-12,"Saskatoon, Saskatchewan",House only,"Index, 201612=100",100.0
432,2017-01,"Saskatoon, Saskatchewan",House only,"Index, 201612=100",99.9
433,2017-02,"Saskatoon, Saskatchewan",House only,"Index, 201612=100",99.9
434,2017-03,"Saskatoon, Saskatchewan",House only,"Index, 201612=100",99.9
435,2017-04,"Saskatoon, Saskatchewan",House only,"Index, 201612=100",99.9
436,2017-05,"Saskatoon, Saskatchewan",House only,"Index, 201612=100",99.6
437,2017-06,"Saskatoon, Saskatchewan",House only,"Index, 201612=100",98.8
438,2017-07,"Saskatoon, Saskatchewan",House only,"Index, 201612=100",98.8
439,2017-08,"Saskatoon, Saskatchewan",House only,"Index, 201612=100",98.8
440,2017-09,"Saskatoon, Saskatchewan",House only,"Index, 201612=100",98.6
441,2017-10,"Saskatoon, Saskatchewan",House only,"Index, 201612=100",98.6
442,2017-11,"Saskatoon, Saskatchewan",House only,"Index, 201612=100",97.9
443,2017-12,"Saskatoon, Saskatchewan",House only,"Index, 201612=100",97.9
444,2018-01,"Saskatoon, Saskatchewan",House only,"Index, 201612=100",97.9
445,2018-02,"Saskatoon, Saskatchewan",House only,"Index, 201612=100",97.1
446,2018-03,"Saskatoon, Saskatchewan",House only,"Index, 201612=100",97.1
447,2018-04,"Saskatoon, Saskatchewan",House only,"Index, 201612=100",97.5
448,2018-05,"Saskatoon, Saskatchewan",House only,"Index, 201612=100",97.1
449,2018-06,"Saskatoon, Saskatchewan",House only,"Index, 201612=100",97.0
450,2018-07,"Saskatoon, Saskatchewan",House only,"Index, 201612=100",97.3
451,2018-08,"Saskatoon, Saskatchewan",House only,"Index, 201612=100",97.3
452,2018-09,"Saskatoon, Saskatchewan",House only,"Index, 201612=100",96.8
453,2018-10,"Saskatoon, Saskatchewan",House only,"Index, 201612=100",96.8
454,2018-11,"Saskatoon, Saskatchewan",House only,"Index, 201612=100",96.9
455,2018-12,"Saskatoon, Saskatchewan",House only,"Index, 201612=100",96.8
456,2019-01,"Saskatoon, Saskatchewan",House only,"Index, 201612=100",96.4
457,2019-02,"Saskatoon, Saskatchewan",House only,"Index, 201612=100",96.2
458,2019-03,"Saskatoon, Saskatchewan",House only,"Index, 201612=100",96.2
459,2019-04,"Saskatoon, Saskatchewan",House only,"Index, 201612=100",95.5
460,2019-05,"Saskatoon, Saskatchewan",House only,"Index, 201612=100",94.8
461,2019-06,"Saskatoon, Saskatchewan",House only,"Index, 201612=100",94.8
462,2019-07,"Saskatoon, Saskatchewan",House only,"Index, 201612=100",94.7
463,2019-08,"Saskatoon, Saskatchewan",House only,"Index, 201612=100",94.3
464,2019-09,"Saskatoon, Saskatchewan",House only,"Index, 201612=100",94.5
465,2019-10,"Saskatoon, Saskatchewan",House only,"Index, 201612=100",94.9
466,2019-11,"Saskatoon, Saskatchewan",House only,"Index, 201612=100",94.4
467,2019-12,"Saskatoon, Saskatchewan",House only,"Index, 201612=100",94.8
468,2020-01,"Saskatoon, Saskatchewan",House only,"Index, 201612=100",94.4
469,2020-02,"Saskatoon, Saskatchewan",House only,"Index, 201612=100",94.5
470,2020-03,"Saskatoon, Saskatchewan",House only,"Index, 201612=100",94.4
471,2020-04,"Saskatoon, Saskatchewan",House only,"Index, 201612=100",94.4
472,2020-05,"Saskatoon, Saskatchewan",House only,"Index, 201612=100",94.5
473,2020-06,"Saskatoon, Saskatchewan",House only,"Index, 201612=100",94.7
474,2020-07,"Saskatoon, Saskatchewan",House only,"Index, 201612=100",94.7
475,2020-08,"Saskatoon, Saskatchewan",House only,"Index, 201612=100",94.7
476,2020-09,"Saskatoon, Saskatchewan",House only,"Index, 201612=100",94.6
477,2020-10,"Saskatoon, Saskatchewan",House only,"Index, 201612=100",95.2
478,2020-11,"Saskatoon, Saskatchewan",House only,"Index, 201612=100",95.2
479,2020-12,"Saskatoon, Saskatchewan",House only,"Index, 201612=100",95.4
480,2021-01,"Saskatoon, Saskatchewan",House only,"Index, 201612=100",96.4
481,2021-02,"Saskatoon, Saskatchewan",House only,"Index, 201612=100",97.2
482,2021-03,"Saskatoon, Saskatchewan",House only,"Index, 201612=100",98.7
483,2021-04,"Saskatoon, Saskatchewan",House only,"Index, 201612=100",99.9
484,2021-05,"Saskatoon, Saskatchewan",House only,"Index, 201612=100",104.1
485,2021-06,"Saskatoon, Saskatchewan",House only,"Index, 201612=100",107.0
486,2021-07,"Saskatoon, Saskatchewan",House only,"Index, 201612=100",108.5
487,2021-08,"Saskatoon, Saskatchewan",House only,"Index, 201612=100",108.3
488,2021-09,"Saskatoon, Saskatchewan",House only,"Index, 201612=100",106.9
489,2021-10,"Saskatoon, Saskatchewan",House only,"Index, 201612=100",106.6
490,2021-11,"Saskatoon, Saskatchewan",House only,"Index, 201612=100",106.6
491,2021-12,"Saskatoon, Saskatchewan",House only,"Index, 201612=100",107.5
492,2022-01,"Saskatoon, Saskatchewan",House only,"Index, 201612=100",108.0
493,2022-02,"Saskatoon, Saskatchewan",House only,"Index, 201612=100",108.5
494,2022-03,"Saskatoon, Saskatchewan",House only,"Index, 201612=100",109.3
495,2022-04,"Saskatoon, Saskatchewan",House only,"Index, 201612=100",109.6
496,2022-05,"Saskatoon, Saskatchewan",House only,"Index, 201612=100",110.0
497,2022-06,"Saskatoon, Saskatchewan",House only,"Index, 201612=100",110.7
498,2022-07,"Saskatoon, Saskatchewan",House only,"Index, 201612=100",110.5
499,2022-08,"Saskatoon, Saskatchewan",House only,"Index, 201612=100",118.4
500,2022-09,"Saskatoon, Saskatchewan",House only,"Index, 201612=100",118.3
