,REF_DATE,GEO,New housing price indexes,UOM,HPI_ottawa_gatineau_qc
275,2003-12,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",House only,"Index, 201612=100",
276,2004-01,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",House only,"Index, 201612=100",
277,2004-02,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",House only,"Index, 201612=100",
278,2004-03,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",House only,"Index, 201612=100",
279,2004-04,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",House only,"Index, 201612=100",
280,2004-05,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",House only,"Index, 201612=100",
281,2004-06,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",House only,"Index, 201612=100",
282,2004-07,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",House only,"Index, 201612=100",
283,2004-08,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",House only,"Index, 201612=100",
284,2004-09,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",House only,"Index, 201612=100",
285,2004-10,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",House only,"Index, 201612=100",
286,2004-11,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",House only,"Index, 201612=100",
287,2004-12,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",House only,"Index, 201612=100",
288,2005-01,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",House only,"Index, 201612=100",
289,2005-02,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",House only,"Index, 201612=100",
290,2005-03,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",House only,"Index, 201612=100",
291,2005-04,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",House only,"Index, 201612=100",
292,2005-05,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",House only,"Index, 201612=100",
293,2005-06,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",House only,"Index, 201612=100",
294,2005-07,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",House only,"Index, 201612=100",
295,2005-08,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",House only,"Index, 201612=100",
296,2005-09,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",House only,"Index, 201612=100",
297,2005-10,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",House only,"Index, 201612=100",
298,2005-11,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",House only,"Index, 201612=100",
299,2005-12,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",House only,"Index, 201612=100",
300,2006-01,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",House only,"Index, 201612=100",
301,2006-02,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",House only,"Index, 201612=100",
302,2006-03,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",House only,"Index, 201612=100",
303,2006-04,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",House only,"Index, 201612=100",
304,2006-05,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",House only,"Index, 201612=100",
305,2006-06,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",House only,"Index, 201612=100",
306,2006-07,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",House only,"Index, 201612=100",
307,2006-08,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",House only,"Index, 201612=100",
308,2006-09,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",House only,"Index, 201612=100",
309,2006-10,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",House only,"Index, 201612=100",
310,2006-11,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",House only,"Index, 201612=100",
311,2006-12,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",House only,"Index, 201612=100",
312,2007-01,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",House only,"Index, 201612=100",
313,2007-02,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",House only,"Index, 201612=100",
314,2007-03,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",House only,"Index, 201612=100",
315,2007-04,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",House only,"Index, 201612=100",
316,2007-05,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",House only,"Index, 201612=100",
317,2007-06,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",House only,"Index, 201612=100",
318,2007-07,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",House only,"Index, 201612=100",
319,2007-08,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",House only,"Index, 201612=100",
320,2007-09,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",House only,"Index, 201612=100",
321,2007-10,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",House only,"Index, 201612=100",
322,2007-11,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",House only,"Index, 201612=100",
323,2007-12,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",House only,"Index, 201612=100",
324,2008-01,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",House only,"Index, 201612=100",
325,2008-02,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",House only,"Index, 201612=100",
326,2008-03,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",House only,"Index, 201612=100",
327,2008-04,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",House only,"Index, 201612=100",
328,2008-05,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",House only,"Index, 201612=100",
329,2008-06,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",House only,"Index, 201612=100",
330,2008-07,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",House only,"Index, 201612=100",
331,2008-08,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",House only,"Index, 201612=100",
332,2008-09,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",House only,"Index, 201612=100",
333,2008-10,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",House only,"Index, 201612=100",
334,2008-11,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",House only,"Index, 201612=100",
335,2008-12,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",House only,"Index, 201612=100",
336,2009-01,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",House only,"Index, 201612=100",
337,2009-02,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",House only,"Index, 201612=100",
338,2009-03,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",House only,"Index, 201612=100",
339,2009-04,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",House only,"Index, 201612=100",
340,2009-05,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",House only,"Index, 201612=100",
341,2009-06,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",House only,"Index, 201612=100",
342,2009-07,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",House only,"Index, 201612=100",
343,2009-08,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",House only,"Index, 201612=100",
344,2009-09,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",House only,"Index, 201612=100",
345,2009-10,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",House only,"Index, 201612=100",
346,2009-11,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",House only,"Index, 201612=100",
347,2009-12,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",House only,"Index, 201612=100",
348,2010-01,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",House only,"Index, 201612=100",
349,2010-02,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",House only,"Index, 201612=100",
350,2010-03,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",House only,"Index, 201612=100",
351,2010-04,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",House only,"Index, 201612=100",
352,2010-05,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",House only,"Index, 201612=100",
353,2010-06,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",House only,"Index, 201612=100",
354,2010-07,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",House only,"Index, 201612=100",
355,2010-08,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",House only,"Index, 201612=100",
356,2010-09,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",House only,"Index, 201612=100",
357,2010-10,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",House only,"Index, 201612=100",
358,2010-11,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",House only,"Index, 201612=100",
359,2010-12,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",House only,"Index, 201612=100",
360,2011-01,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",House only,"Index, 201612=100",
361,2011-02,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",House only,"Index, 201612=100",
362,2011-03,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",House only,"Index, 201612=100",
363,2011-04,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",House only,"Index, 201612=100",
364,2011-05,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",House only,"Index, 201612=100",
365,2011-06,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",House only,"Index, 201612=100",
366,2011-07,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",House only,"Index, 201612=100",
367,2011-08,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",House only,"Index, 201612=100",
368,2011-09,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",House only,"Index, 201612=100",
369,2011-10,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",House only,"Index, 201612=100",
370,2011-11,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",House only,"Index, 201612=100",
371,2011-12,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",House only,"Index, 201612=100",
372,2012-01,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",House only,"Index, 201612=100",
373,2012-02,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",House only,"Index, 201612=100",
374,2012-03,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",House only,"Index, 201612=100",
375,2012-04,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",House only,"Index, 201612=100",
376,2012-05,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",House only,"Index, 201612=100",
377,2012-06,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",House only,"Index, 201612=100",
378,2012-07,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",House only,"Index, 201612=100",
379,2012-08,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",House only,"Index, 201612=100",
380,2012-09,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",House only,"Index, 201612=100",
381,2012-10,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",House only,"Index, 201612=100",
382,2012-11,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",House only,"Index, 201612=100",
383,2012-12,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",House only,"Index, 201612=100",
384,2013-01,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",House only,"Index, 201612=100",
385,2013-02,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",House only,"Index, 201612=100",
386,2013-03,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",House only,"Index, 201612=100",
387,2013-04,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",House only,"Index, 201612=100",
388,2013-05,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",House only,"Index, 201612=100",
389,2013-06,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",House only,"Index, 201612=100",
390,2013-07,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",House only,"Index, 201612=100",
391,2013-08,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",House only,"Index, 201612=100",
392,2013-09,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",House only,"Index, 201612=100",
393,2013-10,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",House only,"Index, 201612=100",
394,2013-11,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",House only,"Index, 201612=100",
395,2013-12,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",House only,"Index, 201612=100",
396,2014-01,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",House only,"Index, 201612=100",
397,2014-02,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",House only,"Index, 201612=100",
398,2014-03,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",House only,"Index, 201612=100",
399,2014-04,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",House only,"Index, 201612=100",
400,2014-05,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",House only,"Index, 201612=100",
401,2014-06,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",House only,"Index, 201612=100",
402,2014-07,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",House only,"Index, 201612=100",
403,2014-08,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",House only,"Index, 201612=100",
404,2014-09,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",House only,"Index, 201612=100",
405,2014-10,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",House only,"Index, 201612=100",
406,2014-11,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",House only,"Index, 201612=100",
407,2014-12,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",House only,"Index, 201612=100",
408,2015-01,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",House only,"Index, 201612=100",
409,2015-02,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",House only,"Index, 201612=100",
410,2015-03,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",House only,"Index, 201612=100",
411,2015-04,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",House only,"Index, 201612=100",
412,2015-05,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",House only,"Index, 201612=100",
413,2015-06,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",House only,"Index, 201612=100",
414,2015-07,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",House only,"Index, 201612=100",
415,2015-08,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",House only,"Index, 201612=100",
416,2015-09,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",House only,"Index, 201612=100",
417,2015-10,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",House only,"Index, 201612=100",
418,2015-11,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",House only,"Index, 201612=100",
419,2015-12,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",House only,"Index, 201612=100",
420,2016-01,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",House only,"Index, 201612=100",
421,2016-02,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",House only,"Index, 201612=100",
422,2016-03,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",House only,"Index, 201612=100",
423,2016-04,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",House only,"Index, 201612=100",
424,2016-05,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",House only,"Index, 201612=100",
425,2016-06,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",House only,"Index, 201612=100",
426,2016-07,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",House only,"Index, 201612=100",
427,2016-08,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",House only,"Index, 201612=100",
428,2016-09,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",House only,"Index, 201612=100",
429,2016-10,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",House only,"Index, 201612=100",
430,2016-11,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",House only,"Index, 201612=100",
431,2016-12,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",House only,"Index, 201612=100",100.0
432,2017-01,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",House only,"Index, 201612=100",99.7
433,2017-02,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",House only,"Index, 201612=100",99.7
434,2017-03,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",House only,"Index, 201612=100",99.7
435,2017-04,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",House only,"Index, 201612=100",99.8
436,2017-05,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",House only,"Index, 201612=100",100.1
437,2017-06,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",House only,"Index, 201612=100",100.7
438,2017-07,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",House only,"Index, 201612=100",100.8
439,2017-08,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",House only,"Index, 201612=100",100.8
440,2017-09,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",House only,"Index, 201612=100",101.3
441,2017-10,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",House only,"Index, 201612=100",101.6
442,2017-11,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",House only,"Index, 201612=100",101.7
443,2017-12,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",House only,"Index, 201612=100",101.8
444,2018-01,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",House only,"Index, 201612=100",101.8
445,2018-02,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",House only,"Index, 201612=100",101.8
446,2018-03,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",House only,"Index, 201612=100",101.8
447,2018-04,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",House only,"Index, 201612=100",102.3
448,2018-05,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",House only,"Index, 201612=100",102.3
449,2018-06,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",House only,"Index, 201612=100",102.5
450,2018-07,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",House only,"Index, 201612=100",102.4
451,2018-08,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",House only,"Index, 201612=100",102.4
452,2018-09,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",House only,"Index, 201612=100",102.3
453,2018-10,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",House only,"Index, 201612=100",102.7
454,2018-11,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",House only,"Index, 201612=100",102.6
455,2018-12,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",House only,"Index, 201612=100",102.9
456,2019-01,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",House only,"Index, 201612=100",102.8
457,2019-02,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",House only,"Index, 201612=100",102.9
458,2019-03,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",House only,"Index, 201612=100",103.4
459,2019-04,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",House only,"Index, 201612=100",104.0
460,2019-05,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",House only,"Index, 201612=100",104.2
461,2019-06,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",House only,"Index, 201612=100",105.5
462,2019-07,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",House only,"Index, 201612=100",105.8
463,2019-08,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",House only,"Index, 201612=100",105.7
464,2019-09,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",House only,"Index, 201612=100",106.1
465,2019-10,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",House only,"Index, 201612=100",107.3
466,2019-11,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",House only,"Index, 201612=100",107.3
467,2019-12,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",House only,"Index, 201612=100",107.0
468,2020-01,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",House only,"Index, 201612=100",107.8
469,2020-02,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",House only,"Index, 201612=100",108.2
470,2020-03,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",House only,"Index, 201612=100",109.0
471,2020-04,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",House only,"Index, 201612=100",109.2
472,2020-05,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",House only,"Index, 201612=100",109.7
473,2020-06,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",House only,"Index, 201612=100",109.7
474,2020-07,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",House only,"Index, 201612=100",109.7
475,2020-08,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",House only,"Index, 201612=100",109.7
476,2020-09,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",House only,"Index, 201612=100",111.1
477,2020-10,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",House only,"Index, 201612=100",112.1
478,2020-11,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",House only,"Index, 201612=100",114.8
479,2020-12,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",House only,"Index, 201612=100",115.8
480,2021-01,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",House only,"Index, 201612=100",115.8
481,2021-02,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",House only,"Index, 201612=100",115.4
482,2021-03,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",House only,"Index, 201612=100",117.1
483,2021-04,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",House only,"Index, 201612=100",117.5
484,2021-05,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",House only,"Index, 201612=100",118.2
485,2021-06,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",House only,"Index, 201612=100",119.1
486,2021-07,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",House only,"Index, 201612=100",119.2
487,2021-08,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",House only,"Index, 201612=100",119.2
488,2021-09,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",House only,"Index, 201612=100",119.2
489,2021-10,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",House only,"Index, 201612=100",119.0
490,2021-11,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",House only,"Index, 201612=100",120.1
491,2021-12,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",House only,"Index, 201612=100",120.1
492,2022-01,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",House only,"Index, 201612=100",120.1
493,2022-02,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",House only,"Index, 201612=100",120.1
494,2022-03,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",House only,"Index, 201612=100",120.1
495,2022-04,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",House only,"Index, 201612=100",120.1
496,2022-05,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",House only,"Index, 201612=100",120.5
497,2022-06,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",House only,"Index, 201612=100",120.5
498,2022-07,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",House only,"Index, 201612=100",120.5
499,2022-08,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",House only,"Index, 201612=100",120.5
500,2022-09,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",House only,"Index, 201612=100",120.5
