,REF_DATE,GEO,New housing price indexes,UOM,HPI_charlottetown_pei
346,2009-11,"Charlottetown, Prince Edward Island",House only,"Index, 201612=100",101.3
347,2009-12,"Charlottetown, Prince Edward Island",House only,"Index, 201612=100",101.3
348,2010-01,"Charlottetown, Prince Edward Island",House only,"Index, 201612=100",101.2
349,2010-02,"Charlottetown, Prince Edward Island",House only,"Index, 201612=100",100.4
350,2010-03,"Charlottetown, Prince Edward Island",House only,"Index, 201612=100",99.8
351,2010-04,"Charlottetown, Prince Edward Island",House only,"Index, 201612=100",99.4
352,2010-05,"Charlottetown, Prince Edward Island",House only,"Index, 201612=100",99.8
353,2010-06,"Charlottetown, Prince Edward Island",House only,"Index, 201612=100",99.5
354,2010-07,"Charlottetown, Prince Edward Island",House only,"Index, 201612=100",99.2
355,2010-08,"Charlottetown, Prince Edward Island",House only,"Index, 201612=100",99.2
356,2010-09,"Charlottetown, Prince Edward Island",House only,"Index, 201612=100",99.2
357,2010-10,"Charlottetown, Prince Edward Island",House only,"Index, 201612=100",99.2
358,2010-11,"Charlottetown, Prince Edward Island",House only,"Index, 201612=100",98.7
359,2010-12,"Charlottetown, Prince Edward Island",House only,"Index, 201612=100",98.7
360,2011-01,"Charlottetown, Prince Edward Island",House only,"Index, 201612=100",98.7
361,2011-02,"Charlottetown, Prince Edward Island",House only,"Index, 201612=100",100.3
362,2011-03,"Charlottetown, Prince Edward Island",House only,"Index, 201612=100",100.3
363,2011-04,"Charlottetown, Prince Edward Island",House only,"Index, 201612=100",100.4
364,2011-05,"Charlottetown, Prince Edward Island",House only,"Index, 201612=100",100.7
365,2011-06,"Charlottetown, Prince Edward Island",House only,"Index, 201612=100",100.7
366,2011-07,"Charlottetown, Prince Edward Island",House only,"Index, 201612=100",102.0
367,2011-08,"Charlottetown, Prince Edward Island",House only,"Index, 201612=100",102.0
368,2011-09,"Charlottetown, Prince Edward Island",House only,"Index, 201612=100",101.9
369,2011-10,"Charlottetown, Prince Edward Island",House only,"Index, 201612=100",102.2
370,2011-11,"Charlottetown, Prince Edward Island",House only,"Index, 201612=100",102.2
371,2011-12,"Charlottetown, Prince Edward Island",House only,"Index, 201612=100",102.2
372,2012-01,"Charlottetown, Prince Edward Island",House only,"Index, 201612=100",101.9
373,2012-02,"Charlottetown, Prince Edward Island",House only,"Index, 201612=100",101.4
374,2012-03,"Charlottetown, Prince Edward Island",House only,"Index, 201612=100",101.4
375,2012-04,"Charlottetown, Prince Edward Island",House only,"Index, 201612=100",101.4
376,2012-05,"Charlottetown, Prince Edward Island",House only,"Index, 201612=100",100.9
377,2012-06,"Charlottetown, Prince Edward Island",House only,"Index, 201612=100",101.0
378,2012-07,"Charlottetown, Prince Edward Island",House only,"Index, 201612=100",101.2
379,2012-08,"Charlottetown, Prince Edward Island",House only,"Index, 201612=100",101.1
380,2012-09,"Charlottetown, Prince Edward Island",House only,"Index, 201612=100",101.2
381,2012-10,"Charlottetown, Prince Edward Island",House only,"Index, 201612=100",101.0
382,2012-11,"Charlottetown, Prince Edward Island",House only,"Index, 201612=100",101.0
383,2012-12,"Charlottetown, Prince Edward Island",House only,"Index, 201612=100",100.0
384,2013-01,"Charlottetown, Prince Edward Island",House only,"Index, 201612=100",101.1
385,2013-02,"Charlottetown, Prince Edward Island",House only,"Index, 201612=100",101.1
386,2013-03,"Charlottetown, Prince Edward Island",House only,"Index, 201612=100",101.1
387,2013-04,"Charlottetown, Prince Edward Island",House only,"Index, 201612=100",101.4
388,2013-05,"Charlottetown, Prince Edward Island",House only,"Index, 201612=100",101.5
389,2013-06,"Charlottetown, Prince Edward Island",House only,"Index, 201612=100",101.8
390,2013-07,"Charlottetown, Prince Edward Island",House only,"Index, 201612=100",101.9
391,2013-08,"Charlottetown, Prince Edward Island",House only,"Index, 201612=100",101.9
392,2013-09,"Charlottetown, Prince Edward Island",House only,"Index, 201612=100",101.9
393,2013-10,"Charlottetown, Prince Edward Island",House only,"Index, 201612=100",101.8
394,2013-11,"Charlottetown, Prince Edward Island",House only,"Index, 201612=100",101.8
395,2013-12,"Charlottetown, Prince Edward Island",House only,"Index, 201612=100",101.8
396,2014-01,"Charlottetown, Prince Edward Island",House only,"Index, 201612=100",101.4
397,2014-02,"Charlottetown, Prince Edward Island",House only,"Index, 201612=100",100.8
398,2014-03,"Charlottetown, Prince Edward Island",House only,"Index, 201612=100",100.3
399,2014-04,"Charlottetown, Prince Edward Island",House only,"Index, 201612=100",100.3
400,2014-05,"Charlottetown, Prince Edward Island",House only,"Index, 201612=100",100.2
401,2014-06,"Charlottetown, Prince Edward Island",House only,"Index, 201612=100",99.9
402,2014-07,"Charlottetown, Prince Edward Island",House only,"Index, 201612=100",99.7
403,2014-08,"Charlottetown, Prince Edward Island",House only,"Index, 201612=100",99.7
404,2014-09,"Charlottetown, Prince Edward Island",House only,"Index, 201612=100",99.5
405,2014-10,"Charlottetown, Prince Edward Island",House only,"Index, 201612=100",99.5
406,2014-11,"Charlottetown, Prince Edward Island",House only,"Index, 201612=100",99.2
407,2014-12,"Charlottetown, Prince Edward Island",House only,"Index, 201612=100",99.6
408,2015-01,"Charlottetown, Prince Edward Island",House only,"Index, 201612=100",99.6
409,2015-02,"Charlottetown, Prince Edward Island",House only,"Index, 201612=100",99.6
410,2015-03,"Charlottetown, Prince Edward Island",House only,"Index, 201612=100",99.8
411,2015-04,"Charlottetown, Prince Edward Island",House only,"Index, 201612=100",100.8
412,2015-05,"Charlottetown, Prince Edward Island",House only,"Index, 201612=100",100.6
413,2015-06,"Charlottetown, Prince Edward Island",House only,"Index, 201612=100",100.3
414,2015-07,"Charlottetown, Prince Edward Island",House only,"Index, 201612=100",100.3
415,2015-08,"Charlottetown, Prince Edward Island",House only,"Index, 201612=100",100.2
416,2015-09,"Charlottetown, Prince Edward Island",House only,"Index, 201612=100",99.0
417,2015-10,"Charlottetown, Prince Edward Island",House only,"Index, 201612=100",99.0
418,2015-11,"Charlottetown, Prince Edward Island",House only,"Index, 201612=100",99.1
419,2015-12,"Charlottetown, Prince Edward Island",House only,"Index, 201612=100",99.1
420,2016-01,"Charlottetown, Prince Edward Island",House only,"Index, 201612=100",99.1
421,2016-02,"Charlottetown, Prince Edward Island",House only,"Index, 201612=100",100.6
422,2016-03,"Charlottetown, Prince Edward Island",House only,"Index, 201612=100",100.6
423,2016-04,"Charlottetown, Prince Edward Island",House only,"Index, 201612=100",100.5
424,2016-05,"Charlottetown, Prince Edward Island",House only,"Index, 201612=100",100.0
425,2016-06,"Charlottetown, Prince Edward Island",House only,"Index, 201612=100",100.0
426,2016-07,"Charlottetown, Prince Edward Island",House only,"Index, 201612=100",100.0
427,2016-08,"Charlottetown, Prince Edward Island",House only,"Index, 201612=100",100.0
428,2016-09,"Charlottetown, Prince Edward Island",House only,"Index, 201612=100",100.0
429,2016-10,"Charlottetown, Prince Edward Island",House only,"Index, 201612=100",100.0
430,2016-11,"Charlottetown, Prince Edward Island",House only,"Index, 201612=100",100.0
431,2016-12,"Charlottetown, Prince Edward Island",House only,"Index, 201612=100",100.0
432,2017-01,"Charlottetown, Prince Edward Island",House only,"Index, 201612=100",100.0
433,2017-02,"Charlottetown, Prince Edward Island",House only,"Index, 201612=100",100.0
434,2017-03,"Charlottetown, Prince Edward Island",House only,"Index, 201612=100",100.0
435,2017-04,"Charlottetown, Prince Edward Island",House only,"Index, 201612=100",100.0
436,2017-05,"Charlottetown, Prince Edward Island",House only,"Index, 201612=100",99.8
437,2017-06,"Charlottetown, Prince Edward Island",House only,"Index, 201612=100",99.7
438,2017-07,"Charlottetown, Prince Edward Island",House only,"Index, 201612=100",100.4
439,2017-08,"Charlottetown, Prince Edward Island",House only,"Index, 201612=100",100.4
440,2017-09,"Charlottetown, Prince Edward Island",House only,"Index, 201612=100",100.4
441,2017-10,"Charlottetown, Prince Edward Island",House only,"Index, 201612=100",100.4
442,2017-11,"Charlottetown, Prince Edward Island",House only,"Index, 201612=100",100.4
443,2017-12,"Charlottetown, Prince Edward Island",House only,"Index, 201612=100",100.4
444,2018-01,"Charlottetown, Prince Edward Island",House only,"Index, 201612=100",100.4
445,2018-02,"Charlottetown, Prince Edward Island",House only,"Index, 201612=100",100.4
446,2018-03,"Charlottetown, Prince Edward Island",House only,"Index, 201612=100",100.6
447,2018-04,"Charlottetown, Prince Edward Island",House only,"Index, 201612=100",100.7
448,2018-05,"Charlottetown, Prince Edward Island",House only,"Index, 201612=100",100.6
449,2018-06,"Charlottetown, Prince Edward Island",House only,"Index, 201612=100",100.5
450,2018-07,"Charlottetown, Prince Edward Island",House only,"Index, 201612=100",100.5
451,2018-08,"Charlottetown, Prince Edward Island",House only,"Index, 201612=100",100.6
452,2018-09,"Charlottetown, Prince Edward Island",House only,"Index, 201612=100",100.3
453,2018-10,"Charlottetown, Prince Edward Island",House only,"Index, 201612=100",100.1
454,2018-11,"Charlottetown, Prince Edward Island",House only,"Index, 201612=100",99.9
455,2018-12,"Charlottetown, Prince Edward Island",House only,"Index, 201612=100",100.0
456,2019-01,"Charlottetown, Prince Edward Island",House only,"Index, 201612=100",100.0
457,2019-02,"Charlottetown, Prince Edward Island",House only,"Index, 201612=100",100.0
458,2019-03,"Charlottetown, Prince Edward Island",House only,"Index, 201612=100",100.0
459,2019-04,"Charlottetown, Prince Edward Island",House only,"Index, 201612=100",100.0
460,2019-05,"Charlottetown, Prince Edward Island",House only,"Index, 201612=100",101.2
461,2019-06,"Charlottetown, Prince Edward Island",House only,"Index, 201612=100",101.2
462,2019-07,"Charlottetown, Prince Edward Island",House only,"Index, 201612=100",101.2
463,2019-08,"Charlottetown, Prince Edward Island",House only,"Index, 201612=100",101.2
464,2019-09,"Charlottetown, Prince Edward Island",House only,"Index, 201612=100",102.4
465,2019-10,"Charlottetown, Prince Edward Island",House only,"Index, 201612=100",102.4
466,2019-11,"Charlottetown, Prince Edward Island",House only,"Index, 201612=100",102.4
467,2019-12,"Charlottetown, Prince Edward Island",House only,"Index, 201612=100",102.4
468,2020-01,"Charlottetown, Prince Edward Island",House only,"Index, 201612=100",102.4
469,2020-02,"Charlottetown, Prince Edward Island",House only,"Index, 201612=100",102.4
470,2020-03,"Charlottetown, Prince Edward Island",House only,"Index, 201612=100",102.4
471,2020-04,"Charlottetown, Prince Edward Island",House only,"Index, 201612=100",102.4
472,2020-05,"Charlottetown, Prince Edward Island",House only,"Index, 201612=100",103.1
473,2020-06,"Charlottetown, Prince Edward Island",House only,"Index, 201612=100",103.1
474,2020-07,"Charlottetown, Prince Edward Island",House only,"Index, 201612=100",103.1
475,2020-08,"Charlottetown, Prince Edward Island",House only,"Index, 201612=100",103.1
476,2020-09,"Charlottetown, Prince Edward Island",House only,"Index, 201612=100",105.7
477,2020-10,"Charlottetown, Prince Edward Island",House only,"Index, 201612=100",105.7
478,2020-11,"Charlottetown, Prince Edward Island",House only,"Index, 201612=100",107.1
479,2020-12,"Charlottetown, Prince Edward Island",House only,"Index, 201612=100",107.0
480,2021-01,"Charlottetown, Prince Edward Island",House only,"Index, 201612=100",111.3
481,2021-02,"Charlottetown, Prince Edward Island",House only,"Index, 201612=100",111.5
482,2021-03,"Charlottetown, Prince Edward Island",House only,"Index, 201612=100",116.0
483,2021-04,"Charlottetown, Prince Edward Island",House only,"Index, 201612=100",117.5
484,2021-05,"Charlottetown, Prince Edward Island",House only,"Index, 201612=100",121.9
485,2021-06,"Charlottetown, Prince Edward Island",House only,"Index, 201612=100",121.9
486,2021-07,"Charlottetown, Prince Edward Island",House only,"Index, 201612=100",123.8
487,2021-08,"Charlottetown, Prince Edward Island",House only,"Index, 201612=100",123.9
488,2021-09,"Charlottetown, Prince Edward Island",House only,"Index, 201612=100",123.8
489,2021-10,"Charlottetown, Prince Edward Island",House only,"Index, 201612=100",123.8
490,2021-11,"Charlottetown, Prince Edward Island",House only,"Index, 201612=100",123.8
491,2021-12,"Charlottetown, Prince Edward Island",House only,"Index, 201612=100",123.6
492,2022-01,"Charlottetown, Prince Edward Island",House only,"Index, 201612=100",123.6
493,2022-02,"Charlottetown, Prince Edward Island",House only,"Index, 201612=100",123.6
494,2022-03,"Charlottetown, Prince Edward Island",House only,"Index, 201612=100",125.5
495,2022-04,"Charlottetown, Prince Edward Island",House only,"Index, 201612=100",125.5
496,2022-05,"Charlottetown, Prince Edward Island",House only,"Index, 201612=100",125.5
497,2022-06,"Charlottetown, Prince Edward Island",House only,"Index, 201612=100",126.9
498,2022-07,"Charlottetown, Prince Edward Island",House only,"Index, 201612=100",127.3
499,2022-08,"Charlottetown, Prince Edward Island",House only,"Index, 201612=100",127.3
500,2022-09,"Charlottetown, Prince Edward Island",House only,"Index, 201612=100",127.0
