,REF_DATE,GEO,New housing price indexes,UOM,HPI_guelph_ont
429,2016-10,"Guelph, Ontario",House only,"Index, 201612=100",
430,2016-11,"Guelph, Ontario",House only,"Index, 201612=100",
431,2016-12,"Guelph, Ontario",House only,"Index, 201612=100",100.0
432,2017-01,"Guelph, Ontario",House only,"Index, 201612=100",100.0
433,2017-02,"Guelph, Ontario",House only,"Index, 201612=100",101.5
434,2017-03,"Guelph, Ontario",House only,"Index, 201612=100",102.6
435,2017-04,"Guelph, Ontario",House only,"Index, 201612=100",102.6
436,2017-05,"Guelph, Ontario",House only,"Index, 201612=100",104.4
437,2017-06,"Guelph, Ontario",House only,"Index, 201612=100",104.4
438,2017-07,"Guelph, Ontario",House only,"Index, 201612=100",104.4
439,2017-08,"Guelph, Ontario",House only,"Index, 201612=100",104.4
440,2017-09,"Guelph, Ontario",House only,"Index, 201612=100",104.4
441,2017-10,"Guelph, Ontario",House only,"Index, 201612=100",104.4
442,2017-11,"Guelph, Ontario",House only,"Index, 201612=100",104.5
443,2017-12,"Guelph, Ontario",House only,"Index, 201612=100",104.6
444,2018-01,"Guelph, Ontario",House only,"Index, 201612=100",104.6
445,2018-02,"Guelph, Ontario",House only,"Index, 201612=100",104.6
446,2018-03,"Guelph, Ontario",House only,"Index, 201612=100",104.7
447,2018-04,"Guelph, Ontario",House only,"Index, 201612=100",104.7
448,2018-05,"Guelph, Ontario",House only,"Index, 201612=100",105.2
449,2018-06,"Guelph, Ontario",House only,"Index, 201612=100",105.2
450,2018-07,"Guelph, Ontario",House only,"Index, 201612=100",105.2
451,2018-08,"Guelph, Ontario",House only,"Index, 201612=100",105.2
452,2018-09,"Guelph, Ontario",House only,"Index, 201612=100",105.2
453,2018-10,"Guelph, Ontario",House only,"Index, 201612=100",105.3
454,2018-11,"Guelph, Ontario",House only,"Index, 201612=100",105.1
455,2018-12,"Guelph, Ontario",House only,"Index, 201612=100",105.3
456,2019-01,"Guelph, Ontario",House only,"Index, 201612=100",105.3
457,2019-02,"Guelph, Ontario",House only,"Index, 201612=100",105.1
458,2019-03,"Guelph, Ontario",House only,"Index, 201612=100",105.0
459,2019-04,"Guelph, Ontario",House only,"Index, 201612=100",105.0
460,2019-05,"Guelph, Ontario",House only,"Index, 201612=100",105.5
461,2019-06,"Guelph, Ontario",House only,"Index, 201612=100",106.0
462,2019-07,"Guelph, Ontario",House only,"Index, 201612=100",106.4
463,2019-08,"Guelph, Ontario",House only,"Index, 201612=100",106.4
464,2019-09,"Guelph, Ontario",House only,"Index, 201612=100",106.3
465,2019-10,"Guelph, Ontario",House only,"Index, 201612=100",107.6
466,2019-11,"Guelph, Ontario",House only,"Index, 201612=100",107.4
467,2019-12,"Guelph, Ontario",House only,"Index, 201612=100",107.4
468,2020-01,"Guelph, Ontario",House only,"Index, 201612=100",107.4
469,2020-02,"Guelph, Ontario",House only,"Index, 201612=100",107.8
470,2020-03,"Guelph, Ontario",House only,"Index, 201612=100",109.0
471,2020-04,"Guelph, Ontario",House only,"Index, 201612=100",109.7
472,2020-05,"Guelph, Ontario",House only,"Index, 201612=100",110.3
473,2020-06,"Guelph, Ontario",House only,"Index, 201612=100",111.0
474,2020-07,"Guelph, Ontario",House only,"Index, 201612=100",111.7
475,2020-08,"Guelph, Ontario",House only,"Index, 201612=100",112.3
476,2020-09,"Guelph, Ontario",House only,"Index, 201612=100",115.4
477,2020-10,"Guelph, Ontario",House only,"Index, 201612=100",117.1
478,2020-11,"Guelph, Ontario",House only,"Index, 201612=100",118.9
479,2020-12,"Guelph, Ontario",House only,"Index, 201612=100",118.9
480,2021-01,"Guelph, Ontario",House only,"Index, 201612=100",119.2
481,2021-02,"Guelph, Ontario",House only,"Index, 201612=100",126.4
482,2021-03,"Guelph, Ontario",House only,"Index, 201612=100",127.2
483,2021-04,"Guelph, Ontario",House only,"Index, 201612=100",128.9
484,2021-05,"Guelph, Ontario",House only,"Index, 201612=100",128.9
485,2021-06,"Guelph, Ontario",House only,"Index, 201612=100",132.8
486,2021-07,"Guelph, Ontario",House only,"Index, 201612=100",132.8
487,2021-08,"Guelph, Ontario",House only,"Index, 201612=100",132.8
488,2021-09,"Guelph, Ontario",House only,"Index, 201612=100",132.8
489,2021-10,"Guelph, Ontario",House only,"Index, 201612=100",132.8
490,2021-11,"Guelph, Ontario",House only,"Index, 201612=100",134.0
491,2021-12,"Guelph, Ontario",House only,"Index, 201612=100",134.1
492,2022-01,"Guelph, Ontario",House only,"Index, 201612=100",134.1
493,2022-02,"Guelph, Ontario",House only,"Index, 201612=100",134.1
494,2022-03,"Guelph, Ontario",House only,"Index, 201612=100",134.1
495,2022-04,"Guelph, Ontario",House only,"Index, 201612=100",134.1
496,2022-05,"Guelph, Ontario",House only,"Index, 201612=100",134.1
497,2022-06,"Guelph, Ontario",House only,"Index, 201612=100",134.1
498,2022-07,"Guelph, Ontario",House only,"Index, 201612=100",134.1
499,2022-08,"Guelph, Ontario",House only,"Index, 201612=100",134.1
500,2022-09,"Guelph, Ontario",House only,"Index, 201612=100",134.1
