,REF_DATE,GEO_x,New housing price indexes_x,UOM_x,HPI_atlantic,GEO_y,New housing price indexes_y,UOM_y,HPI_nfland_labrador,GEO_x,New housing price indexes_x,UOM_x,HPI_charlottetown_pei,GEO_y,New housing price indexes_y,UOM_y,HPI_halifax_ns,GEO_x,New housing price indexes_x,UOM_x,HPI_stjohn_fredericton_moncton,GEO_y,New housing price indexes_y,UOM_y,HPI_quebec_qc,GEO_x,New housing price indexes_x,UOM_x,HPI_sherbrooke_qc,GEO_y,New housing price indexes_y,UOM_y,HPI_troisriv_qc,GEO_x,New housing price indexes_x,UOM_x,HPI_mtl_qc,GEO_y,New housing price indexes_y,UOM_y,HPI_ottawa_gatineau_qc,GEO_x,New housing price indexes_x,UOM_x,HPI_ottawa_gatineau_ont,GEO_y,New housing price indexes_y,UOM_y,HPI_oshawa_ont,GEO_x,New housing price indexes_x,UOM_x,HPI_toronto_ont,GEO_y,New housing price indexes_y,UOM_y,HPI_hamilton_ont,GEO_x,New housing price indexes_x,UOM_x,HPI_guelph_ont,GEO_y,New housing price indexes_y,UOM_y,HPI_london_ont,GEO_x,New housing price indexes_x,UOM_x,HPI_windsor_ont,GEO_y,New housing price indexes_y,UOM_y,HPI_sudbury_ont,GEO_x,New housing price indexes_x,UOM_x,HPI_prairie_region,GEO_y,New housing price indexes_y,UOM_y,HPI_winnipeg_manitoba,GEO_x,New housing price indexes_x,UOM_x,HPI_edmonton_alb,GEO_y,New housing price indexes_y,UOM_y,HPI_calgary_alb,GEO_x,New housing price indexes_x,UOM_x,HPI_victoria_bc,GEO_y,New housing price indexes_y,UOM_y,HPI_vancouver_bc,GEO,New housing price indexes,UOM,HPI_kelowna_bc
281,2004-06,Atlantic Region,House only,"Index, 201612=100",72.7,"St. John's, Newfoundland and Labrador",House only,"Index, 201612=100",59.4,"Charlottetown, Prince Edward Island",House only,"Index, 201612=100",92.9,"Halifax, Nova Scotia",House only,"Index, 201612=100",73.2,"Saint John, Fredericton, and Moncton, New Brunswick",House only,"Index, 201612=100",84.4,"Québec, Quebec",House only,"Index, 201612=100",81.1,"Sherbrooke, Quebec",House only,"Index, 201612=100",,"Trois-Rivières, Quebec",House only,"Index, 201612=100",,"Montréal, Quebec",House only,"Index, 201612=100",74.5,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",House only,"Index, 201612=100",,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",House only,"Index, 201612=100",78.8,"Oshawa, Ontario",House only,"Index, 201612=100",,"Toronto, Ontario",House only,"Index, 201612=100",58.1,"Hamilton, Ontario",House only,"Index, 201612=100",67.2,"Guelph, Ontario",House only,"Index, 201612=100",,"London, Ontario",House only,"Index, 201612=100",68.5,"Windsor, Ontario",House only,"Index, 201612=100",96.4,"Greater Sudbury, Ontario",House only,"Index, 201612=100",84.0,Prairie Region,House only,"Index, 201612=100",58.0,"Winnipeg, Manitoba",House only,"Index, 201612=100",59.3,"Edmonton, Alberta",House only,"Index, 201612=100",65.8,"Calgary, Alberta",House only,"Index, 201612=100",53.4,"Victoria, British Columbia",House only,"Index, 201612=100",126.4,"Vancouver, British Columbia",House only,"Index, 201612=100",80.1,"Kelowna, British Columbia",House only,"Index, 201612=100",
282,2004-07,Atlantic Region,House only,"Index, 201612=100",72.8,"St. John's, Newfoundland and Labrador",House only,"Index, 201612=100",59.8,"Charlottetown, Prince Edward Island",House only,"Index, 201612=100",92.9,"Halifax, Nova Scotia",House only,"Index, 201612=100",73.2,"Saint John, Fredericton, and Moncton, New Brunswick",House only,"Index, 201612=100",84.2,"Québec, Quebec",House only,"Index, 201612=100",81.1,"Sherbrooke, Quebec",House only,"Index, 201612=100",,"Trois-Rivières, Quebec",House only,"Index, 201612=100",,"Montréal, Quebec",House only,"Index, 201612=100",74.5,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",House only,"Index, 201612=100",,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",House only,"Index, 201612=100",78.8,"Oshawa, Ontario",House only,"Index, 201612=100",,"Toronto, Ontario",House only,"Index, 201612=100",58.2,"Hamilton, Ontario",House only,"Index, 201612=100",67.5,"Guelph, Ontario",House only,"Index, 201612=100",,"London, Ontario",House only,"Index, 201612=100",68.6,"Windsor, Ontario",House only,"Index, 201612=100",96.5,"Greater Sudbury, Ontario",House only,"Index, 201612=100",84.3,Prairie Region,House only,"Index, 201612=100",58.1,"Winnipeg, Manitoba",House only,"Index, 201612=100",59.3,"Edmonton, Alberta",House only,"Index, 201612=100",66.0,"Calgary, Alberta",House only,"Index, 201612=100",53.6,"Victoria, British Columbia",House only,"Index, 201612=100",126.9,"Vancouver, British Columbia",House only,"Index, 201612=100",80.2,"Kelowna, British Columbia",House only,"Index, 201612=100",
283,2004-08,Atlantic Region,House only,"Index, 201612=100",73.2,"St. John's, Newfoundland and Labrador",House only,"Index, 201612=100",60.4,"Charlottetown, Prince Edward Island",House only,"Index, 201612=100",93.5,"Halifax, Nova Scotia",House only,"Index, 201612=100",73.2,"Saint John, Fredericton, and Moncton, New Brunswick",House only,"Index, 201612=100",85.2,"Québec, Quebec",House only,"Index, 201612=100",81.4,"Sherbrooke, Quebec",House only,"Index, 201612=100",,"Trois-Rivières, Quebec",House only,"Index, 201612=100",,"Montréal, Quebec",House only,"Index, 201612=100",75.3,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",House only,"Index, 201612=100",,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",House only,"Index, 201612=100",79.2,"Oshawa, Ontario",House only,"Index, 201612=100",,"Toronto, Ontario",House only,"Index, 201612=100",58.5,"Hamilton, Ontario",House only,"Index, 201612=100",67.4,"Guelph, Ontario",House only,"Index, 201612=100",,"London, Ontario",House only,"Index, 201612=100",68.7,"Windsor, Ontario",House only,"Index, 201612=100",96.8,"Greater Sudbury, Ontario",House only,"Index, 201612=100",84.5,Prairie Region,House only,"Index, 201612=100",58.2,"Winnipeg, Manitoba",House only,"Index, 201612=100",59.3,"Edmonton, Alberta",House only,"Index, 201612=100",66.0,"Calgary, Alberta",House only,"Index, 201612=100",53.8,"Victoria, British Columbia",House only,"Index, 201612=100",128.2,"Vancouver, British Columbia",House only,"Index, 201612=100",80.8,"Kelowna, British Columbia",House only,"Index, 201612=100",
284,2004-09,Atlantic Region,House only,"Index, 201612=100",73.3,"St. John's, Newfoundland and Labrador",House only,"Index, 201612=100",60.7,"Charlottetown, Prince Edward Island",House only,"Index, 201612=100",93.5,"Halifax, Nova Scotia",House only,"Index, 201612=100",73.2,"Saint John, Fredericton, and Moncton, New Brunswick",House only,"Index, 201612=100",85.2,"Québec, Quebec",House only,"Index, 201612=100",81.4,"Sherbrooke, Quebec",House only,"Index, 201612=100",,"Trois-Rivières, Quebec",House only,"Index, 201612=100",,"Montréal, Quebec",House only,"Index, 201612=100",75.9,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",House only,"Index, 201612=100",,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",House only,"Index, 201612=100",79.2,"Oshawa, Ontario",House only,"Index, 201612=100",,"Toronto, Ontario",House only,"Index, 201612=100",58.6,"Hamilton, Ontario",House only,"Index, 201612=100",68.1,"Guelph, Ontario",House only,"Index, 201612=100",,"London, Ontario",House only,"Index, 201612=100",68.9,"Windsor, Ontario",House only,"Index, 201612=100",97.0,"Greater Sudbury, Ontario",House only,"Index, 201612=100",84.7,Prairie Region,House only,"Index, 201612=100",58.6,"Winnipeg, Manitoba",House only,"Index, 201612=100",59.6,"Edmonton, Alberta",House only,"Index, 201612=100",66.2,"Calgary, Alberta",House only,"Index, 201612=100",54.0,"Victoria, British Columbia",House only,"Index, 201612=100",128.7,"Vancouver, British Columbia",House only,"Index, 201612=100",81.0,"Kelowna, British Columbia",House only,"Index, 201612=100",
285,2004-10,Atlantic Region,House only,"Index, 201612=100",73.4,"St. John's, Newfoundland and Labrador",House only,"Index, 201612=100",60.7,"Charlottetown, Prince Edward Island",House only,"Index, 201612=100",94.3,"Halifax, Nova Scotia",House only,"Index, 201612=100",73.2,"Saint John, Fredericton, and Moncton, New Brunswick",House only,"Index, 201612=100",85.3,"Québec, Quebec",House only,"Index, 201612=100",81.9,"Sherbrooke, Quebec",House only,"Index, 201612=100",,"Trois-Rivières, Quebec",House only,"Index, 201612=100",,"Montréal, Quebec",House only,"Index, 201612=100",76.2,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",House only,"Index, 201612=100",,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",House only,"Index, 201612=100",79.8,"Oshawa, Ontario",House only,"Index, 201612=100",,"Toronto, Ontario",House only,"Index, 201612=100",58.7,"Hamilton, Ontario",House only,"Index, 201612=100",68.4,"Guelph, Ontario",House only,"Index, 201612=100",,"London, Ontario",House only,"Index, 201612=100",69.1,"Windsor, Ontario",House only,"Index, 201612=100",97.0,"Greater Sudbury, Ontario",House only,"Index, 201612=100",84.7,Prairie Region,House only,"Index, 201612=100",58.9,"Winnipeg, Manitoba",House only,"Index, 201612=100",59.6,"Edmonton, Alberta",House only,"Index, 201612=100",66.8,"Calgary, Alberta",House only,"Index, 201612=100",54.2,"Victoria, British Columbia",House only,"Index, 201612=100",128.2,"Vancouver, British Columbia",House only,"Index, 201612=100",81.1,"Kelowna, British Columbia",House only,"Index, 201612=100",
286,2004-11,Atlantic Region,House only,"Index, 201612=100",73.9,"St. John's, Newfoundland and Labrador",House only,"Index, 201612=100",61.2,"Charlottetown, Prince Edward Island",House only,"Index, 201612=100",94.3,"Halifax, Nova Scotia",House only,"Index, 201612=100",73.2,"Saint John, Fredericton, and Moncton, New Brunswick",House only,"Index, 201612=100",86.4,"Québec, Quebec",House only,"Index, 201612=100",82.4,"Sherbrooke, Quebec",House only,"Index, 201612=100",,"Trois-Rivières, Quebec",House only,"Index, 201612=100",,"Montréal, Quebec",House only,"Index, 201612=100",76.7,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",House only,"Index, 201612=100",,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",House only,"Index, 201612=100",79.8,"Oshawa, Ontario",House only,"Index, 201612=100",,"Toronto, Ontario",House only,"Index, 201612=100",58.9,"Hamilton, Ontario",House only,"Index, 201612=100",69.6,"Guelph, Ontario",House only,"Index, 201612=100",,"London, Ontario",House only,"Index, 201612=100",69.3,"Windsor, Ontario",House only,"Index, 201612=100",97.0,"Greater Sudbury, Ontario",House only,"Index, 201612=100",85.0,Prairie Region,House only,"Index, 201612=100",58.9,"Winnipeg, Manitoba",House only,"Index, 201612=100",59.6,"Edmonton, Alberta",House only,"Index, 201612=100",66.9,"Calgary, Alberta",House only,"Index, 201612=100",54.1,"Victoria, British Columbia",House only,"Index, 201612=100",128.2,"Vancouver, British Columbia",House only,"Index, 201612=100",81.7,"Kelowna, British Columbia",House only,"Index, 201612=100",
287,2004-12,Atlantic Region,House only,"Index, 201612=100",73.9,"St. John's, Newfoundland and Labrador",House only,"Index, 201612=100",61.2,"Charlottetown, Prince Edward Island",House only,"Index, 201612=100",94.3,"Halifax, Nova Scotia",House only,"Index, 201612=100",73.2,"Saint John, Fredericton, and Moncton, New Brunswick",House only,"Index, 201612=100",86.4,"Québec, Quebec",House only,"Index, 201612=100",82.4,"Sherbrooke, Quebec",House only,"Index, 201612=100",,"Trois-Rivières, Quebec",House only,"Index, 201612=100",,"Montréal, Quebec",House only,"Index, 201612=100",76.7,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",House only,"Index, 201612=100",,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",House only,"Index, 201612=100",80.2,"Oshawa, Ontario",House only,"Index, 201612=100",,"Toronto, Ontario",House only,"Index, 201612=100",59.0,"Hamilton, Ontario",House only,"Index, 201612=100",69.5,"Guelph, Ontario",House only,"Index, 201612=100",,"London, Ontario",House only,"Index, 201612=100",69.9,"Windsor, Ontario",House only,"Index, 201612=100",97.0,"Greater Sudbury, Ontario",House only,"Index, 201612=100",85.0,Prairie Region,House only,"Index, 201612=100",58.9,"Winnipeg, Manitoba",House only,"Index, 201612=100",60.1,"Edmonton, Alberta",House only,"Index, 201612=100",67.0,"Calgary, Alberta",House only,"Index, 201612=100",54.2,"Victoria, British Columbia",House only,"Index, 201612=100",129.1,"Vancouver, British Columbia",House only,"Index, 201612=100",81.8,"Kelowna, British Columbia",House only,"Index, 201612=100",
288,2005-01,Atlantic Region,House only,"Index, 201612=100",74.2,"St. John's, Newfoundland and Labrador",House only,"Index, 201612=100",61.7,"Charlottetown, Prince Edward Island",House only,"Index, 201612=100",94.3,"Halifax, Nova Scotia",House only,"Index, 201612=100",73.2,"Saint John, Fredericton, and Moncton, New Brunswick",House only,"Index, 201612=100",87.0,"Québec, Quebec",House only,"Index, 201612=100",82.8,"Sherbrooke, Quebec",House only,"Index, 201612=100",,"Trois-Rivières, Quebec",House only,"Index, 201612=100",,"Montréal, Quebec",House only,"Index, 201612=100",77.1,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",House only,"Index, 201612=100",,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",House only,"Index, 201612=100",80.7,"Oshawa, Ontario",House only,"Index, 201612=100",,"Toronto, Ontario",House only,"Index, 201612=100",59.1,"Hamilton, Ontario",House only,"Index, 201612=100",69.8,"Guelph, Ontario",House only,"Index, 201612=100",,"London, Ontario",House only,"Index, 201612=100",70.3,"Windsor, Ontario",House only,"Index, 201612=100",97.4,"Greater Sudbury, Ontario",House only,"Index, 201612=100",85.0,Prairie Region,House only,"Index, 201612=100",59.1,"Winnipeg, Manitoba",House only,"Index, 201612=100",61.1,"Edmonton, Alberta",House only,"Index, 201612=100",67.0,"Calgary, Alberta",House only,"Index, 201612=100",54.3,"Victoria, British Columbia",House only,"Index, 201612=100",129.3,"Vancouver, British Columbia",House only,"Index, 201612=100",81.7,"Kelowna, British Columbia",House only,"Index, 201612=100",
289,2005-02,Atlantic Region,House only,"Index, 201612=100",74.6,"St. John's, Newfoundland and Labrador",House only,"Index, 201612=100",62.0,"Charlottetown, Prince Edward Island",House only,"Index, 201612=100",95.6,"Halifax, Nova Scotia",House only,"Index, 201612=100",73.2,"Saint John, Fredericton, and Moncton, New Brunswick",House only,"Index, 201612=100",88.0,"Québec, Quebec",House only,"Index, 201612=100",83.2,"Sherbrooke, Quebec",House only,"Index, 201612=100",,"Trois-Rivières, Quebec",House only,"Index, 201612=100",,"Montréal, Quebec",House only,"Index, 201612=100",77.4,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",House only,"Index, 201612=100",,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",House only,"Index, 201612=100",80.9,"Oshawa, Ontario",House only,"Index, 201612=100",,"Toronto, Ontario",House only,"Index, 201612=100",59.2,"Hamilton, Ontario",House only,"Index, 201612=100",70.1,"Guelph, Ontario",House only,"Index, 201612=100",,"London, Ontario",House only,"Index, 201612=100",70.5,"Windsor, Ontario",House only,"Index, 201612=100",97.8,"Greater Sudbury, Ontario",House only,"Index, 201612=100",85.1,Prairie Region,House only,"Index, 201612=100",59.5,"Winnipeg, Manitoba",House only,"Index, 201612=100",61.1,"Edmonton, Alberta",House only,"Index, 201612=100",67.7,"Calgary, Alberta",House only,"Index, 201612=100",54.6,"Victoria, British Columbia",House only,"Index, 201612=100",131.0,"Vancouver, British Columbia",House only,"Index, 201612=100",81.8,"Kelowna, British Columbia",House only,"Index, 201612=100",
290,2005-03,Atlantic Region,House only,"Index, 201612=100",74.6,"St. John's, Newfoundland and Labrador",House only,"Index, 201612=100",62.1,"Charlottetown, Prince Edward Island",House only,"Index, 201612=100",95.4,"Halifax, Nova Scotia",House only,"Index, 201612=100",73.2,"Saint John, Fredericton, and Moncton, New Brunswick",House only,"Index, 201612=100",88.0,"Québec, Quebec",House only,"Index, 201612=100",83.2,"Sherbrooke, Quebec",House only,"Index, 201612=100",,"Trois-Rivières, Quebec",House only,"Index, 201612=100",,"Montréal, Quebec",House only,"Index, 201612=100",78.0,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",House only,"Index, 201612=100",,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",House only,"Index, 201612=100",81.2,"Oshawa, Ontario",House only,"Index, 201612=100",,"Toronto, Ontario",House only,"Index, 201612=100",59.5,"Hamilton, Ontario",House only,"Index, 201612=100",70.2,"Guelph, Ontario",House only,"Index, 201612=100",,"London, Ontario",House only,"Index, 201612=100",70.9,"Windsor, Ontario",House only,"Index, 201612=100",97.0,"Greater Sudbury, Ontario",House only,"Index, 201612=100",84.8,Prairie Region,House only,"Index, 201612=100",59.8,"Winnipeg, Manitoba",House only,"Index, 201612=100",61.6,"Edmonton, Alberta",House only,"Index, 201612=100",68.1,"Calgary, Alberta",House only,"Index, 201612=100",54.9,"Victoria, British Columbia",House only,"Index, 201612=100",132.1,"Vancouver, British Columbia",House only,"Index, 201612=100",81.8,"Kelowna, British Columbia",House only,"Index, 201612=100",
291,2005-04,Atlantic Region,House only,"Index, 201612=100",74.6,"St. John's, Newfoundland and Labrador",House only,"Index, 201612=100",62.0,"Charlottetown, Prince Edward Island",House only,"Index, 201612=100",95.9,"Halifax, Nova Scotia",House only,"Index, 201612=100",73.2,"Saint John, Fredericton, and Moncton, New Brunswick",House only,"Index, 201612=100",88.0,"Québec, Quebec",House only,"Index, 201612=100",83.7,"Sherbrooke, Quebec",House only,"Index, 201612=100",,"Trois-Rivières, Quebec",House only,"Index, 201612=100",,"Montréal, Quebec",House only,"Index, 201612=100",78.2,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",House only,"Index, 201612=100",,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",House only,"Index, 201612=100",81.1,"Oshawa, Ontario",House only,"Index, 201612=100",,"Toronto, Ontario",House only,"Index, 201612=100",60.0,"Hamilton, Ontario",House only,"Index, 201612=100",71.0,"Guelph, Ontario",House only,"Index, 201612=100",,"London, Ontario",House only,"Index, 201612=100",72.3,"Windsor, Ontario",House only,"Index, 201612=100",97.0,"Greater Sudbury, Ontario",House only,"Index, 201612=100",84.7,Prairie Region,House only,"Index, 201612=100",60.1,"Winnipeg, Manitoba",House only,"Index, 201612=100",61.6,"Edmonton, Alberta",House only,"Index, 201612=100",68.2,"Calgary, Alberta",House only,"Index, 201612=100",55.2,"Victoria, British Columbia",House only,"Index, 201612=100",132.0,"Vancouver, British Columbia",House only,"Index, 201612=100",82.2,"Kelowna, British Columbia",House only,"Index, 201612=100",
292,2005-05,Atlantic Region,House only,"Index, 201612=100",74.8,"St. John's, Newfoundland and Labrador",House only,"Index, 201612=100",63.0,"Charlottetown, Prince Edward Island",House only,"Index, 201612=100",96.6,"Halifax, Nova Scotia",House only,"Index, 201612=100",73.2,"Saint John, Fredericton, and Moncton, New Brunswick",House only,"Index, 201612=100",87.6,"Québec, Quebec",House only,"Index, 201612=100",84.0,"Sherbrooke, Quebec",House only,"Index, 201612=100",,"Trois-Rivières, Quebec",House only,"Index, 201612=100",,"Montréal, Quebec",House only,"Index, 201612=100",78.2,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",House only,"Index, 201612=100",,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",House only,"Index, 201612=100",81.5,"Oshawa, Ontario",House only,"Index, 201612=100",,"Toronto, Ontario",House only,"Index, 201612=100",60.3,"Hamilton, Ontario",House only,"Index, 201612=100",71.9,"Guelph, Ontario",House only,"Index, 201612=100",,"London, Ontario",House only,"Index, 201612=100",73.2,"Windsor, Ontario",House only,"Index, 201612=100",97.8,"Greater Sudbury, Ontario",House only,"Index, 201612=100",85.4,Prairie Region,House only,"Index, 201612=100",60.3,"Winnipeg, Manitoba",House only,"Index, 201612=100",61.7,"Edmonton, Alberta",House only,"Index, 201612=100",68.4,"Calgary, Alberta",House only,"Index, 201612=100",55.5,"Victoria, British Columbia",House only,"Index, 201612=100",131.5,"Vancouver, British Columbia",House only,"Index, 201612=100",82.9,"Kelowna, British Columbia",House only,"Index, 201612=100",
293,2005-06,Atlantic Region,House only,"Index, 201612=100",75.0,"St. John's, Newfoundland and Labrador",House only,"Index, 201612=100",63.0,"Charlottetown, Prince Edward Island",House only,"Index, 201612=100",97.1,"Halifax, Nova Scotia",House only,"Index, 201612=100",73.2,"Saint John, Fredericton, and Moncton, New Brunswick",House only,"Index, 201612=100",88.0,"Québec, Quebec",House only,"Index, 201612=100",84.0,"Sherbrooke, Quebec",House only,"Index, 201612=100",,"Trois-Rivières, Quebec",House only,"Index, 201612=100",,"Montréal, Quebec",House only,"Index, 201612=100",78.4,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",House only,"Index, 201612=100",,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",House only,"Index, 201612=100",81.8,"Oshawa, Ontario",House only,"Index, 201612=100",,"Toronto, Ontario",House only,"Index, 201612=100",60.2,"Hamilton, Ontario",House only,"Index, 201612=100",71.8,"Guelph, Ontario",House only,"Index, 201612=100",,"London, Ontario",House only,"Index, 201612=100",73.2,"Windsor, Ontario",House only,"Index, 201612=100",98.0,"Greater Sudbury, Ontario",House only,"Index, 201612=100",85.2,Prairie Region,House only,"Index, 201612=100",61.1,"Winnipeg, Manitoba",House only,"Index, 201612=100",63.2,"Edmonton, Alberta",House only,"Index, 201612=100",69.3,"Calgary, Alberta",House only,"Index, 201612=100",56.2,"Victoria, British Columbia",House only,"Index, 201612=100",132.3,"Vancouver, British Columbia",House only,"Index, 201612=100",82.9,"Kelowna, British Columbia",House only,"Index, 201612=100",
294,2005-07,Atlantic Region,House only,"Index, 201612=100",75.1,"St. John's, Newfoundland and Labrador",House only,"Index, 201612=100",63.0,"Charlottetown, Prince Edward Island",House only,"Index, 201612=100",97.1,"Halifax, Nova Scotia",House only,"Index, 201612=100",73.3,"Saint John, Fredericton, and Moncton, New Brunswick",House only,"Index, 201612=100",88.2,"Québec, Quebec",House only,"Index, 201612=100",84.0,"Sherbrooke, Quebec",House only,"Index, 201612=100",,"Trois-Rivières, Quebec",House only,"Index, 201612=100",,"Montréal, Quebec",House only,"Index, 201612=100",78.4,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",House only,"Index, 201612=100",,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",House only,"Index, 201612=100",82.9,"Oshawa, Ontario",House only,"Index, 201612=100",,"Toronto, Ontario",House only,"Index, 201612=100",60.2,"Hamilton, Ontario",House only,"Index, 201612=100",72.3,"Guelph, Ontario",House only,"Index, 201612=100",,"London, Ontario",House only,"Index, 201612=100",73.1,"Windsor, Ontario",House only,"Index, 201612=100",98.0,"Greater Sudbury, Ontario",House only,"Index, 201612=100",85.8,Prairie Region,House only,"Index, 201612=100",61.2,"Winnipeg, Manitoba",House only,"Index, 201612=100",63.2,"Edmonton, Alberta",House only,"Index, 201612=100",69.7,"Calgary, Alberta",House only,"Index, 201612=100",56.2,"Victoria, British Columbia",House only,"Index, 201612=100",132.5,"Vancouver, British Columbia",House only,"Index, 201612=100",83.2,"Kelowna, British Columbia",House only,"Index, 201612=100",
295,2005-08,Atlantic Region,House only,"Index, 201612=100",76.5,"St. John's, Newfoundland and Labrador",House only,"Index, 201612=100",63.1,"Charlottetown, Prince Edward Island",House only,"Index, 201612=100",97.9,"Halifax, Nova Scotia",House only,"Index, 201612=100",76.7,"Saint John, Fredericton, and Moncton, New Brunswick",House only,"Index, 201612=100",88.4,"Québec, Quebec",House only,"Index, 201612=100",84.6,"Sherbrooke, Quebec",House only,"Index, 201612=100",,"Trois-Rivières, Quebec",House only,"Index, 201612=100",,"Montréal, Quebec",House only,"Index, 201612=100",78.6,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",House only,"Index, 201612=100",,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",House only,"Index, 201612=100",82.9,"Oshawa, Ontario",House only,"Index, 201612=100",,"Toronto, Ontario",House only,"Index, 201612=100",60.4,"Hamilton, Ontario",House only,"Index, 201612=100",71.8,"Guelph, Ontario",House only,"Index, 201612=100",,"London, Ontario",House only,"Index, 201612=100",73.1,"Windsor, Ontario",House only,"Index, 201612=100",98.0,"Greater Sudbury, Ontario",House only,"Index, 201612=100",85.7,Prairie Region,House only,"Index, 201612=100",61.5,"Winnipeg, Manitoba",House only,"Index, 201612=100",63.5,"Edmonton, Alberta",House only,"Index, 201612=100",70.0,"Calgary, Alberta",House only,"Index, 201612=100",56.5,"Victoria, British Columbia",House only,"Index, 201612=100",136.8,"Vancouver, British Columbia",House only,"Index, 201612=100",83.1,"Kelowna, British Columbia",House only,"Index, 201612=100",
296,2005-09,Atlantic Region,House only,"Index, 201612=100",77.3,"St. John's, Newfoundland and Labrador",House only,"Index, 201612=100",63.6,"Charlottetown, Prince Edward Island",House only,"Index, 201612=100",98.6,"Halifax, Nova Scotia",House only,"Index, 201612=100",77.9,"Saint John, Fredericton, and Moncton, New Brunswick",House only,"Index, 201612=100",89.0,"Québec, Quebec",House only,"Index, 201612=100",84.6,"Sherbrooke, Quebec",House only,"Index, 201612=100",,"Trois-Rivières, Quebec",House only,"Index, 201612=100",,"Montréal, Quebec",House only,"Index, 201612=100",79.1,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",House only,"Index, 201612=100",,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",House only,"Index, 201612=100",83.2,"Oshawa, Ontario",House only,"Index, 201612=100",,"Toronto, Ontario",House only,"Index, 201612=100",60.6,"Hamilton, Ontario",House only,"Index, 201612=100",72.0,"Guelph, Ontario",House only,"Index, 201612=100",,"London, Ontario",House only,"Index, 201612=100",73.3,"Windsor, Ontario",House only,"Index, 201612=100",98.0,"Greater Sudbury, Ontario",House only,"Index, 201612=100",86.1,Prairie Region,House only,"Index, 201612=100",62.6,"Winnipeg, Manitoba",House only,"Index, 201612=100",63.7,"Edmonton, Alberta",House only,"Index, 201612=100",70.7,"Calgary, Alberta",House only,"Index, 201612=100",57.9,"Victoria, British Columbia",House only,"Index, 201612=100",137.6,"Vancouver, British Columbia",House only,"Index, 201612=100",83.5,"Kelowna, British Columbia",House only,"Index, 201612=100",
297,2005-10,Atlantic Region,House only,"Index, 201612=100",77.4,"St. John's, Newfoundland and Labrador",House only,"Index, 201612=100",64.0,"Charlottetown, Prince Edward Island",House only,"Index, 201612=100",98.4,"Halifax, Nova Scotia",House only,"Index, 201612=100",77.9,"Saint John, Fredericton, and Moncton, New Brunswick",House only,"Index, 201612=100",89.0,"Québec, Quebec",House only,"Index, 201612=100",85.3,"Sherbrooke, Quebec",House only,"Index, 201612=100",,"Trois-Rivières, Quebec",House only,"Index, 201612=100",,"Montréal, Quebec",House only,"Index, 201612=100",79.3,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",House only,"Index, 201612=100",,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",House only,"Index, 201612=100",84.0,"Oshawa, Ontario",House only,"Index, 201612=100",,"Toronto, Ontario",House only,"Index, 201612=100",61.0,"Hamilton, Ontario",House only,"Index, 201612=100",72.5,"Guelph, Ontario",House only,"Index, 201612=100",,"London, Ontario",House only,"Index, 201612=100",73.3,"Windsor, Ontario",House only,"Index, 201612=100",97.9,"Greater Sudbury, Ontario",House only,"Index, 201612=100",86.2,Prairie Region,House only,"Index, 201612=100",64.3,"Winnipeg, Manitoba",House only,"Index, 201612=100",63.8,"Edmonton, Alberta",House only,"Index, 201612=100",71.2,"Calgary, Alberta",House only,"Index, 201612=100",60.6,"Victoria, British Columbia",House only,"Index, 201612=100",137.6,"Vancouver, British Columbia",House only,"Index, 201612=100",83.5,"Kelowna, British Columbia",House only,"Index, 201612=100",
