,REF_DATE,GEO_x,New housing price indexes_x,UOM_x,HPI_atlantic,GEO_y,New housing price indexes_y,UOM_y,HPI_nfland_labrador,GEO_x,New housing price indexes_x,UOM_x,HPI_charlottetown_pei,GEO_y,New housing price indexes_y,UOM_y,HPI_halifax_ns,GEO_x,New housing price indexes_x,UOM_x,HPI_stjohn_fredericton_moncton,GEO_y,New housing price indexes_y,UOM_y,HPI_quebec_qc,GEO_x,New housing price indexes_x,UOM_x,HPI_sherbrooke_qc,GEO_y,New housing price indexes_y,UOM_y,HPI_troisriv_qc,GEO_x,New housing price indexes_x,UOM_x,HPI_mtl_qc,GEO_y,New housing price indexes_y,UOM_y,HPI_ottawa_gatineau_qc,GEO_x,New housing price indexes_x,UOM_x,HPI_ottawa_gatineau_ont,GEO_y,New housing price indexes_y,UOM_y,HPI_oshawa_ont,GEO_x,New housing price indexes_x,UOM_x,HPI_toronto_ont,GEO_y,New housing price indexes_y,UOM_y,HPI_hamilton_ont,GEO_x,New housing price indexes_x,UOM_x,HPI_guelph_ont,GEO_y,New housing price indexes_y,UOM_y,HPI_london_ont,GEO_x,New housing price indexes_x,UOM_x,HPI_windsor_ont,GEO_y,New housing price indexes_y,UOM_y,HPI_sudbury_ont,GEO_x,New housing price indexes_x,UOM_x,HPI_prairie_region,GEO_y,New housing price indexes_y,UOM_y,HPI_winnipeg_manitoba,GEO_x,New housing price indexes_x,UOM_x,HPI_edmonton_alb,GEO_y,New housing price indexes_y,UOM_y,HPI_calgary_alb,GEO_x,New housing price indexes_x,UOM_x,HPI_victoria_bc,GEO_y,New housing price indexes_y,UOM_y,HPI_vancouver_bc,GEO,New housing price indexes,UOM,HPI_kelowna_bc
158,1994-03,Atlantic Region,House only,"Index, 201612=100",62.1,"St. John's, Newfoundland and Labrador",House only,"Index, 201612=100",51.1,"Charlottetown, Prince Edward Island",House only,"Index, 201612=100",,"Halifax, Nova Scotia",House only,"Index, 201612=100",57.1,"Saint John, Fredericton, and Moncton, New Brunswick",House only,"Index, 201612=100",84.7,"Québec, Quebec",House only,"Index, 201612=100",61.0,"Sherbrooke, Quebec",House only,"Index, 201612=100",,"Trois-Rivières, Quebec",House only,"Index, 201612=100",,"Montréal, Quebec",House only,"Index, 201612=100",53.8,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",House only,"Index, 201612=100",,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",House only,"Index, 201612=100",51.0,"Oshawa, Ontario",House only,"Index, 201612=100",,"Toronto, Ontario",House only,"Index, 201612=100",39.5,"Hamilton, Ontario",House only,"Index, 201612=100",47.1,"Guelph, Ontario",House only,"Index, 201612=100",,"London, Ontario",House only,"Index, 201612=100",55.7,"Windsor, Ontario",House only,"Index, 201612=100",88.1,"Greater Sudbury, Ontario",House only,"Index, 201612=100",87.6,Prairie Region,House only,"Index, 201612=100",39.3,"Winnipeg, Manitoba",House only,"Index, 201612=100",44.5,"Edmonton, Alberta",House only,"Index, 201612=100",48.6,"Calgary, Alberta",House only,"Index, 201612=100",33.9,"Victoria, British Columbia",House only,"Index, 201612=100",156.7,"Vancouver, British Columbia",House only,"Index, 201612=100",98.0,"Kelowna, British Columbia",House only,"Index, 201612=100",
159,1994-04,Atlantic Region,House only,"Index, 201612=100",62.3,"St. John's, Newfoundland and Labrador",House only,"Index, 201612=100",51.7,"Charlottetown, Prince Edward Island",House only,"Index, 201612=100",,"Halifax, Nova Scotia",House only,"Index, 201612=100",57.1,"Saint John, Fredericton, and Moncton, New Brunswick",House only,"Index, 201612=100",84.7,"Québec, Quebec",House only,"Index, 201612=100",60.9,"Sherbrooke, Quebec",House only,"Index, 201612=100",,"Trois-Rivières, Quebec",House only,"Index, 201612=100",,"Montréal, Quebec",House only,"Index, 201612=100",53.7,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",House only,"Index, 201612=100",,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",House only,"Index, 201612=100",51.3,"Oshawa, Ontario",House only,"Index, 201612=100",,"Toronto, Ontario",House only,"Index, 201612=100",39.6,"Hamilton, Ontario",House only,"Index, 201612=100",46.6,"Guelph, Ontario",House only,"Index, 201612=100",,"London, Ontario",House only,"Index, 201612=100",55.7,"Windsor, Ontario",House only,"Index, 201612=100",88.6,"Greater Sudbury, Ontario",House only,"Index, 201612=100",88.0,Prairie Region,House only,"Index, 201612=100",39.3,"Winnipeg, Manitoba",House only,"Index, 201612=100",44.5,"Edmonton, Alberta",House only,"Index, 201612=100",48.6,"Calgary, Alberta",House only,"Index, 201612=100",33.9,"Victoria, British Columbia",House only,"Index, 201612=100",154.7,"Vancouver, British Columbia",House only,"Index, 201612=100",98.2,"Kelowna, British Columbia",House only,"Index, 201612=100",
160,1994-05,Atlantic Region,House only,"Index, 201612=100",62.8,"St. John's, Newfoundland and Labrador",House only,"Index, 201612=100",52.0,"Charlottetown, Prince Edward Island",House only,"Index, 201612=100",,"Halifax, Nova Scotia",House only,"Index, 201612=100",57.6,"Saint John, Fredericton, and Moncton, New Brunswick",House only,"Index, 201612=100",85.2,"Québec, Quebec",House only,"Index, 201612=100",61.5,"Sherbrooke, Quebec",House only,"Index, 201612=100",,"Trois-Rivières, Quebec",House only,"Index, 201612=100",,"Montréal, Quebec",House only,"Index, 201612=100",53.9,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",House only,"Index, 201612=100",,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",House only,"Index, 201612=100",51.3,"Oshawa, Ontario",House only,"Index, 201612=100",,"Toronto, Ontario",House only,"Index, 201612=100",39.5,"Hamilton, Ontario",House only,"Index, 201612=100",46.6,"Guelph, Ontario",House only,"Index, 201612=100",,"London, Ontario",House only,"Index, 201612=100",55.7,"Windsor, Ontario",House only,"Index, 201612=100",88.6,"Greater Sudbury, Ontario",House only,"Index, 201612=100",88.6,Prairie Region,House only,"Index, 201612=100",39.1,"Winnipeg, Manitoba",House only,"Index, 201612=100",44.6,"Edmonton, Alberta",House only,"Index, 201612=100",48.3,"Calgary, Alberta",House only,"Index, 201612=100",33.7,"Victoria, British Columbia",House only,"Index, 201612=100",153.4,"Vancouver, British Columbia",House only,"Index, 201612=100",97.8,"Kelowna, British Columbia",House only,"Index, 201612=100",
161,1994-06,Atlantic Region,House only,"Index, 201612=100",62.6,"St. John's, Newfoundland and Labrador",House only,"Index, 201612=100",51.6,"Charlottetown, Prince Edward Island",House only,"Index, 201612=100",,"Halifax, Nova Scotia",House only,"Index, 201612=100",57.6,"Saint John, Fredericton, and Moncton, New Brunswick",House only,"Index, 201612=100",85.3,"Québec, Quebec",House only,"Index, 201612=100",61.5,"Sherbrooke, Quebec",House only,"Index, 201612=100",,"Trois-Rivières, Quebec",House only,"Index, 201612=100",,"Montréal, Quebec",House only,"Index, 201612=100",53.7,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",House only,"Index, 201612=100",,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",House only,"Index, 201612=100",51.2,"Oshawa, Ontario",House only,"Index, 201612=100",,"Toronto, Ontario",House only,"Index, 201612=100",39.9,"Hamilton, Ontario",House only,"Index, 201612=100",47.1,"Guelph, Ontario",House only,"Index, 201612=100",,"London, Ontario",House only,"Index, 201612=100",55.7,"Windsor, Ontario",House only,"Index, 201612=100",88.6,"Greater Sudbury, Ontario",House only,"Index, 201612=100",88.5,Prairie Region,House only,"Index, 201612=100",39.3,"Winnipeg, Manitoba",House only,"Index, 201612=100",44.6,"Edmonton, Alberta",House only,"Index, 201612=100",48.3,"Calgary, Alberta",House only,"Index, 201612=100",33.9,"Victoria, British Columbia",House only,"Index, 201612=100",152.1,"Vancouver, British Columbia",House only,"Index, 201612=100",97.8,"Kelowna, British Columbia",House only,"Index, 201612=100",
162,1994-07,Atlantic Region,House only,"Index, 201612=100",62.8,"St. John's, Newfoundland and Labrador",House only,"Index, 201612=100",51.4,"Charlottetown, Prince Edward Island",House only,"Index, 201612=100",,"Halifax, Nova Scotia",House only,"Index, 201612=100",57.9,"Saint John, Fredericton, and Moncton, New Brunswick",House only,"Index, 201612=100",85.3,"Québec, Quebec",House only,"Index, 201612=100",61.5,"Sherbrooke, Quebec",House only,"Index, 201612=100",,"Trois-Rivières, Quebec",House only,"Index, 201612=100",,"Montréal, Quebec",House only,"Index, 201612=100",53.7,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",House only,"Index, 201612=100",,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",House only,"Index, 201612=100",51.2,"Oshawa, Ontario",House only,"Index, 201612=100",,"Toronto, Ontario",House only,"Index, 201612=100",39.9,"Hamilton, Ontario",House only,"Index, 201612=100",47.1,"Guelph, Ontario",House only,"Index, 201612=100",,"London, Ontario",House only,"Index, 201612=100",56.1,"Windsor, Ontario",House only,"Index, 201612=100",88.6,"Greater Sudbury, Ontario",House only,"Index, 201612=100",88.5,Prairie Region,House only,"Index, 201612=100",39.2,"Winnipeg, Manitoba",House only,"Index, 201612=100",44.7,"Edmonton, Alberta",House only,"Index, 201612=100",48.1,"Calgary, Alberta",House only,"Index, 201612=100",33.9,"Victoria, British Columbia",House only,"Index, 201612=100",152.6,"Vancouver, British Columbia",House only,"Index, 201612=100",96.6,"Kelowna, British Columbia",House only,"Index, 201612=100",
163,1994-08,Atlantic Region,House only,"Index, 201612=100",63.4,"St. John's, Newfoundland and Labrador",House only,"Index, 201612=100",51.7,"Charlottetown, Prince Edward Island",House only,"Index, 201612=100",,"Halifax, Nova Scotia",House only,"Index, 201612=100",58.7,"Saint John, Fredericton, and Moncton, New Brunswick",House only,"Index, 201612=100",85.5,"Québec, Quebec",House only,"Index, 201612=100",61.3,"Sherbrooke, Quebec",House only,"Index, 201612=100",,"Trois-Rivières, Quebec",House only,"Index, 201612=100",,"Montréal, Quebec",House only,"Index, 201612=100",53.8,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",House only,"Index, 201612=100",,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",House only,"Index, 201612=100",51.6,"Oshawa, Ontario",House only,"Index, 201612=100",,"Toronto, Ontario",House only,"Index, 201612=100",40.1,"Hamilton, Ontario",House only,"Index, 201612=100",47.3,"Guelph, Ontario",House only,"Index, 201612=100",,"London, Ontario",House only,"Index, 201612=100",55.8,"Windsor, Ontario",House only,"Index, 201612=100",88.6,"Greater Sudbury, Ontario",House only,"Index, 201612=100",88.5,Prairie Region,House only,"Index, 201612=100",39.3,"Winnipeg, Manitoba",House only,"Index, 201612=100",44.7,"Edmonton, Alberta",House only,"Index, 201612=100",48.1,"Calgary, Alberta",House only,"Index, 201612=100",34.0,"Victoria, British Columbia",House only,"Index, 201612=100",152.6,"Vancouver, British Columbia",House only,"Index, 201612=100",96.5,"Kelowna, British Columbia",House only,"Index, 201612=100",
164,1994-09,Atlantic Region,House only,"Index, 201612=100",63.4,"St. John's, Newfoundland and Labrador",House only,"Index, 201612=100",51.7,"Charlottetown, Prince Edward Island",House only,"Index, 201612=100",,"Halifax, Nova Scotia",House only,"Index, 201612=100",58.7,"Saint John, Fredericton, and Moncton, New Brunswick",House only,"Index, 201612=100",85.5,"Québec, Quebec",House only,"Index, 201612=100",61.3,"Sherbrooke, Quebec",House only,"Index, 201612=100",,"Trois-Rivières, Quebec",House only,"Index, 201612=100",,"Montréal, Quebec",House only,"Index, 201612=100",54.1,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",House only,"Index, 201612=100",,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",House only,"Index, 201612=100",51.6,"Oshawa, Ontario",House only,"Index, 201612=100",,"Toronto, Ontario",House only,"Index, 201612=100",40.2,"Hamilton, Ontario",House only,"Index, 201612=100",47.1,"Guelph, Ontario",House only,"Index, 201612=100",,"London, Ontario",House only,"Index, 201612=100",55.8,"Windsor, Ontario",House only,"Index, 201612=100",88.6,"Greater Sudbury, Ontario",House only,"Index, 201612=100",88.5,Prairie Region,House only,"Index, 201612=100",39.3,"Winnipeg, Manitoba",House only,"Index, 201612=100",44.8,"Edmonton, Alberta",House only,"Index, 201612=100",48.1,"Calgary, Alberta",House only,"Index, 201612=100",34.0,"Victoria, British Columbia",House only,"Index, 201612=100",150.6,"Vancouver, British Columbia",House only,"Index, 201612=100",96.1,"Kelowna, British Columbia",House only,"Index, 201612=100",
165,1994-10,Atlantic Region,House only,"Index, 201612=100",63.5,"St. John's, Newfoundland and Labrador",House only,"Index, 201612=100",51.7,"Charlottetown, Prince Edward Island",House only,"Index, 201612=100",,"Halifax, Nova Scotia",House only,"Index, 201612=100",58.9,"Saint John, Fredericton, and Moncton, New Brunswick",House only,"Index, 201612=100",85.5,"Québec, Quebec",House only,"Index, 201612=100",61.3,"Sherbrooke, Quebec",House only,"Index, 201612=100",,"Trois-Rivières, Quebec",House only,"Index, 201612=100",,"Montréal, Quebec",House only,"Index, 201612=100",54.1,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",House only,"Index, 201612=100",,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",House only,"Index, 201612=100",51.3,"Oshawa, Ontario",House only,"Index, 201612=100",,"Toronto, Ontario",House only,"Index, 201612=100",40.3,"Hamilton, Ontario",House only,"Index, 201612=100",47.2,"Guelph, Ontario",House only,"Index, 201612=100",,"London, Ontario",House only,"Index, 201612=100",55.6,"Windsor, Ontario",House only,"Index, 201612=100",88.6,"Greater Sudbury, Ontario",House only,"Index, 201612=100",88.5,Prairie Region,House only,"Index, 201612=100",39.3,"Winnipeg, Manitoba",House only,"Index, 201612=100",44.8,"Edmonton, Alberta",House only,"Index, 201612=100",48.2,"Calgary, Alberta",House only,"Index, 201612=100",34.0,"Victoria, British Columbia",House only,"Index, 201612=100",149.1,"Vancouver, British Columbia",House only,"Index, 201612=100",95.3,"Kelowna, British Columbia",House only,"Index, 201612=100",
166,1994-11,Atlantic Region,House only,"Index, 201612=100",63.7,"St. John's, Newfoundland and Labrador",House only,"Index, 201612=100",51.8,"Charlottetown, Prince Edward Island",House only,"Index, 201612=100",,"Halifax, Nova Scotia",House only,"Index, 201612=100",59.1,"Saint John, Fredericton, and Moncton, New Brunswick",House only,"Index, 201612=100",85.4,"Québec, Quebec",House only,"Index, 201612=100",61.4,"Sherbrooke, Quebec",House only,"Index, 201612=100",,"Trois-Rivières, Quebec",House only,"Index, 201612=100",,"Montréal, Quebec",House only,"Index, 201612=100",54.5,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",House only,"Index, 201612=100",,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",House only,"Index, 201612=100",51.4,"Oshawa, Ontario",House only,"Index, 201612=100",,"Toronto, Ontario",House only,"Index, 201612=100",40.0,"Hamilton, Ontario",House only,"Index, 201612=100",47.3,"Guelph, Ontario",House only,"Index, 201612=100",,"London, Ontario",House only,"Index, 201612=100",55.8,"Windsor, Ontario",House only,"Index, 201612=100",88.6,"Greater Sudbury, Ontario",House only,"Index, 201612=100",88.5,Prairie Region,House only,"Index, 201612=100",39.3,"Winnipeg, Manitoba",House only,"Index, 201612=100",44.9,"Edmonton, Alberta",House only,"Index, 201612=100",47.9,"Calgary, Alberta",House only,"Index, 201612=100",34.1,"Victoria, British Columbia",House only,"Index, 201612=100",150.1,"Vancouver, British Columbia",House only,"Index, 201612=100",94.8,"Kelowna, British Columbia",House only,"Index, 201612=100",
167,1994-12,Atlantic Region,House only,"Index, 201612=100",63.8,"St. John's, Newfoundland and Labrador",House only,"Index, 201612=100",51.8,"Charlottetown, Prince Edward Island",House only,"Index, 201612=100",,"Halifax, Nova Scotia",House only,"Index, 201612=100",59.3,"Saint John, Fredericton, and Moncton, New Brunswick",House only,"Index, 201612=100",85.4,"Québec, Quebec",House only,"Index, 201612=100",61.4,"Sherbrooke, Quebec",House only,"Index, 201612=100",,"Trois-Rivières, Quebec",House only,"Index, 201612=100",,"Montréal, Quebec",House only,"Index, 201612=100",54.5,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",House only,"Index, 201612=100",,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",House only,"Index, 201612=100",51.4,"Oshawa, Ontario",House only,"Index, 201612=100",,"Toronto, Ontario",House only,"Index, 201612=100",40.1,"Hamilton, Ontario",House only,"Index, 201612=100",48.0,"Guelph, Ontario",House only,"Index, 201612=100",,"London, Ontario",House only,"Index, 201612=100",55.8,"Windsor, Ontario",House only,"Index, 201612=100",88.6,"Greater Sudbury, Ontario",House only,"Index, 201612=100",88.5,Prairie Region,House only,"Index, 201612=100",39.2,"Winnipeg, Manitoba",House only,"Index, 201612=100",44.9,"Edmonton, Alberta",House only,"Index, 201612=100",48.0,"Calgary, Alberta",House only,"Index, 201612=100",34.0,"Victoria, British Columbia",House only,"Index, 201612=100",146.2,"Vancouver, British Columbia",House only,"Index, 201612=100",94.4,"Kelowna, British Columbia",House only,"Index, 201612=100",
168,1995-01,Atlantic Region,House only,"Index, 201612=100",63.8,"St. John's, Newfoundland and Labrador",House only,"Index, 201612=100",51.8,"Charlottetown, Prince Edward Island",House only,"Index, 201612=100",89.8,"Halifax, Nova Scotia",House only,"Index, 201612=100",59.3,"Saint John, Fredericton, and Moncton, New Brunswick",House only,"Index, 201612=100",85.4,"Québec, Quebec",House only,"Index, 201612=100",61.4,"Sherbrooke, Quebec",House only,"Index, 201612=100",,"Trois-Rivières, Quebec",House only,"Index, 201612=100",,"Montréal, Quebec",House only,"Index, 201612=100",54.4,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",House only,"Index, 201612=100",,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",House only,"Index, 201612=100",51.3,"Oshawa, Ontario",House only,"Index, 201612=100",,"Toronto, Ontario",House only,"Index, 201612=100",40.3,"Hamilton, Ontario",House only,"Index, 201612=100",48.0,"Guelph, Ontario",House only,"Index, 201612=100",,"London, Ontario",House only,"Index, 201612=100",56.0,"Windsor, Ontario",House only,"Index, 201612=100",89.2,"Greater Sudbury, Ontario",House only,"Index, 201612=100",88.5,Prairie Region,House only,"Index, 201612=100",39.3,"Winnipeg, Manitoba",House only,"Index, 201612=100",45.0,"Edmonton, Alberta",House only,"Index, 201612=100",48.0,"Calgary, Alberta",House only,"Index, 201612=100",34.0,"Victoria, British Columbia",House only,"Index, 201612=100",146.8,"Vancouver, British Columbia",House only,"Index, 201612=100",93.9,"Kelowna, British Columbia",House only,"Index, 201612=100",
169,1995-02,Atlantic Region,House only,"Index, 201612=100",63.9,"St. John's, Newfoundland and Labrador",House only,"Index, 201612=100",52.1,"Charlottetown, Prince Edward Island",House only,"Index, 201612=100",89.8,"Halifax, Nova Scotia",House only,"Index, 201612=100",59.4,"Saint John, Fredericton, and Moncton, New Brunswick",House only,"Index, 201612=100",85.4,"Québec, Quebec",House only,"Index, 201612=100",61.5,"Sherbrooke, Quebec",House only,"Index, 201612=100",,"Trois-Rivières, Quebec",House only,"Index, 201612=100",,"Montréal, Quebec",House only,"Index, 201612=100",54.8,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",House only,"Index, 201612=100",,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",House only,"Index, 201612=100",50.7,"Oshawa, Ontario",House only,"Index, 201612=100",,"Toronto, Ontario",House only,"Index, 201612=100",40.5,"Hamilton, Ontario",House only,"Index, 201612=100",47.8,"Guelph, Ontario",House only,"Index, 201612=100",,"London, Ontario",House only,"Index, 201612=100",54.1,"Windsor, Ontario",House only,"Index, 201612=100",89.2,"Greater Sudbury, Ontario",House only,"Index, 201612=100",88.5,Prairie Region,House only,"Index, 201612=100",39.0,"Winnipeg, Manitoba",House only,"Index, 201612=100",45.0,"Edmonton, Alberta",House only,"Index, 201612=100",46.8,"Calgary, Alberta",House only,"Index, 201612=100",34.1,"Victoria, British Columbia",House only,"Index, 201612=100",146.0,"Vancouver, British Columbia",House only,"Index, 201612=100",93.0,"Kelowna, British Columbia",House only,"Index, 201612=100",
170,1995-03,Atlantic Region,House only,"Index, 201612=100",64.0,"St. John's, Newfoundland and Labrador",House only,"Index, 201612=100",52.1,"Charlottetown, Prince Edward Island",House only,"Index, 201612=100",89.8,"Halifax, Nova Scotia",House only,"Index, 201612=100",59.5,"Saint John, Fredericton, and Moncton, New Brunswick",House only,"Index, 201612=100",84.9,"Québec, Quebec",House only,"Index, 201612=100",61.7,"Sherbrooke, Quebec",House only,"Index, 201612=100",,"Trois-Rivières, Quebec",House only,"Index, 201612=100",,"Montréal, Quebec",House only,"Index, 201612=100",54.7,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",House only,"Index, 201612=100",,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",House only,"Index, 201612=100",50.5,"Oshawa, Ontario",House only,"Index, 201612=100",,"Toronto, Ontario",House only,"Index, 201612=100",40.7,"Hamilton, Ontario",House only,"Index, 201612=100",47.3,"Guelph, Ontario",House only,"Index, 201612=100",,"London, Ontario",House only,"Index, 201612=100",54.1,"Windsor, Ontario",House only,"Index, 201612=100",89.2,"Greater Sudbury, Ontario",House only,"Index, 201612=100",88.5,Prairie Region,House only,"Index, 201612=100",39.5,"Winnipeg, Manitoba",House only,"Index, 201612=100",45.3,"Edmonton, Alberta",House only,"Index, 201612=100",48.0,"Calgary, Alberta",House only,"Index, 201612=100",34.2,"Victoria, British Columbia",House only,"Index, 201612=100",145.5,"Vancouver, British Columbia",House only,"Index, 201612=100",91.7,"Kelowna, British Columbia",House only,"Index, 201612=100",
171,1995-04,Atlantic Region,House only,"Index, 201612=100",63.8,"St. John's, Newfoundland and Labrador",House only,"Index, 201612=100",51.9,"Charlottetown, Prince Edward Island",House only,"Index, 201612=100",89.2,"Halifax, Nova Scotia",House only,"Index, 201612=100",59.5,"Saint John, Fredericton, and Moncton, New Brunswick",House only,"Index, 201612=100",84.9,"Québec, Quebec",House only,"Index, 201612=100",61.7,"Sherbrooke, Quebec",House only,"Index, 201612=100",,"Trois-Rivières, Quebec",House only,"Index, 201612=100",,"Montréal, Quebec",House only,"Index, 201612=100",54.8,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",House only,"Index, 201612=100",,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",House only,"Index, 201612=100",50.7,"Oshawa, Ontario",House only,"Index, 201612=100",,"Toronto, Ontario",House only,"Index, 201612=100",40.5,"Hamilton, Ontario",House only,"Index, 201612=100",47.1,"Guelph, Ontario",House only,"Index, 201612=100",,"London, Ontario",House only,"Index, 201612=100",53.7,"Windsor, Ontario",House only,"Index, 201612=100",89.2,"Greater Sudbury, Ontario",House only,"Index, 201612=100",88.5,Prairie Region,House only,"Index, 201612=100",39.5,"Winnipeg, Manitoba",House only,"Index, 201612=100",45.3,"Edmonton, Alberta",House only,"Index, 201612=100",48.1,"Calgary, Alberta",House only,"Index, 201612=100",34.2,"Victoria, British Columbia",House only,"Index, 201612=100",145.2,"Vancouver, British Columbia",House only,"Index, 201612=100",91.2,"Kelowna, British Columbia",House only,"Index, 201612=100",
172,1995-05,Atlantic Region,House only,"Index, 201612=100",64.0,"St. John's, Newfoundland and Labrador",House only,"Index, 201612=100",51.9,"Charlottetown, Prince Edward Island",House only,"Index, 201612=100",89.2,"Halifax, Nova Scotia",House only,"Index, 201612=100",59.7,"Saint John, Fredericton, and Moncton, New Brunswick",House only,"Index, 201612=100",84.9,"Québec, Quebec",House only,"Index, 201612=100",61.9,"Sherbrooke, Quebec",House only,"Index, 201612=100",,"Trois-Rivières, Quebec",House only,"Index, 201612=100",,"Montréal, Quebec",House only,"Index, 201612=100",54.6,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",House only,"Index, 201612=100",,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",House only,"Index, 201612=100",50.1,"Oshawa, Ontario",House only,"Index, 201612=100",,"Toronto, Ontario",House only,"Index, 201612=100",40.4,"Hamilton, Ontario",House only,"Index, 201612=100",46.6,"Guelph, Ontario",House only,"Index, 201612=100",,"London, Ontario",House only,"Index, 201612=100",53.7,"Windsor, Ontario",House only,"Index, 201612=100",88.8,"Greater Sudbury, Ontario",House only,"Index, 201612=100",88.5,Prairie Region,House only,"Index, 201612=100",39.6,"Winnipeg, Manitoba",House only,"Index, 201612=100",45.4,"Edmonton, Alberta",House only,"Index, 201612=100",48.1,"Calgary, Alberta",House only,"Index, 201612=100",34.2,"Victoria, British Columbia",House only,"Index, 201612=100",142.7,"Vancouver, British Columbia",House only,"Index, 201612=100",91.4,"Kelowna, British Columbia",House only,"Index, 201612=100",
173,1995-06,Atlantic Region,House only,"Index, 201612=100",63.9,"St. John's, Newfoundland and Labrador",House only,"Index, 201612=100",51.9,"Charlottetown, Prince Edward Island",House only,"Index, 201612=100",89.1,"Halifax, Nova Scotia",House only,"Index, 201612=100",59.7,"Saint John, Fredericton, and Moncton, New Brunswick",House only,"Index, 201612=100",84.4,"Québec, Quebec",House only,"Index, 201612=100",61.9,"Sherbrooke, Quebec",House only,"Index, 201612=100",,"Trois-Rivières, Quebec",House only,"Index, 201612=100",,"Montréal, Quebec",House only,"Index, 201612=100",54.8,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",House only,"Index, 201612=100",,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",House only,"Index, 201612=100",49.9,"Oshawa, Ontario",House only,"Index, 201612=100",,"Toronto, Ontario",House only,"Index, 201612=100",40.2,"Hamilton, Ontario",House only,"Index, 201612=100",46.5,"Guelph, Ontario",House only,"Index, 201612=100",,"London, Ontario",House only,"Index, 201612=100",53.2,"Windsor, Ontario",House only,"Index, 201612=100",88.8,"Greater Sudbury, Ontario",House only,"Index, 201612=100",88.5,Prairie Region,House only,"Index, 201612=100",39.5,"Winnipeg, Manitoba",House only,"Index, 201612=100",45.5,"Edmonton, Alberta",House only,"Index, 201612=100",47.9,"Calgary, Alberta",House only,"Index, 201612=100",34.2,"Victoria, British Columbia",House only,"Index, 201612=100",140.9,"Vancouver, British Columbia",House only,"Index, 201612=100",90.8,"Kelowna, British Columbia",House only,"Index, 201612=100",
174,1995-07,Atlantic Region,House only,"Index, 201612=100",63.9,"St. John's, Newfoundland and Labrador",House only,"Index, 201612=100",51.9,"Charlottetown, Prince Edward Island",House only,"Index, 201612=100",88.3,"Halifax, Nova Scotia",House only,"Index, 201612=100",59.7,"Saint John, Fredericton, and Moncton, New Brunswick",House only,"Index, 201612=100",84.4,"Québec, Quebec",House only,"Index, 201612=100",61.9,"Sherbrooke, Quebec",House only,"Index, 201612=100",,"Trois-Rivières, Quebec",House only,"Index, 201612=100",,"Montréal, Quebec",House only,"Index, 201612=100",54.8,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",House only,"Index, 201612=100",,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",House only,"Index, 201612=100",50.0,"Oshawa, Ontario",House only,"Index, 201612=100",,"Toronto, Ontario",House only,"Index, 201612=100",40.4,"Hamilton, Ontario",House only,"Index, 201612=100",46.4,"Guelph, Ontario",House only,"Index, 201612=100",,"London, Ontario",House only,"Index, 201612=100",53.6,"Windsor, Ontario",House only,"Index, 201612=100",88.8,"Greater Sudbury, Ontario",House only,"Index, 201612=100",88.3,Prairie Region,House only,"Index, 201612=100",39.5,"Winnipeg, Manitoba",House only,"Index, 201612=100",45.5,"Edmonton, Alberta",House only,"Index, 201612=100",47.9,"Calgary, Alberta",House only,"Index, 201612=100",34.2,"Victoria, British Columbia",House only,"Index, 201612=100",141.1,"Vancouver, British Columbia",House only,"Index, 201612=100",90.1,"Kelowna, British Columbia",House only,"Index, 201612=100",
