,REF_DATE,GEO,New housing price indexes,UOM,HPI_windsor_ont
394,2013-11,"Windsor, Ontario",House only,"Index, 201612=100",94.6
395,2013-12,"Windsor, Ontario",House only,"Index, 201612=100",94.4
396,2014-01,"Windsor, Ontario",House only,"Index, 201612=100",94.5
397,2014-02,"Windsor, Ontario",House only,"Index, 201612=100",95.2
398,2014-03,"Windsor, Ontario",House only,"Index, 201612=100",95.2
399,2014-04,"Windsor, Ontario",House only,"Index, 201612=100",95.2
400,2014-05,"Windsor, Ontario",House only,"Index, 201612=100",95.3
401,2014-06,"Windsor, Ontario",House only,"Index, 201612=100",95.3
402,2014-07,"Windsor, Ontario",House only,"Index, 201612=100",95.3
403,2014-08,"Windsor, Ontario",House only,"Index, 201612=100",95.3
404,2014-09,"Windsor, Ontario",House only,"Index, 201612=100",95.3
405,2014-10,"Windsor, Ontario",House only,"Index, 201612=100",95.2
406,2014-11,"Windsor, Ontario",House only,"Index, 201612=100",95.2
407,2014-12,"Windsor, Ontario",House only,"Index, 201612=100",95.2
408,2015-01,"Windsor, Ontario",House only,"Index, 201612=100",95.2
409,2015-02,"Windsor, Ontario",House only,"Index, 201612=100",95.2
410,2015-03,"Windsor, Ontario",House only,"Index, 201612=100",95.2
411,2015-04,"Windsor, Ontario",House only,"Index, 201612=100",95.2
412,2015-05,"Windsor, Ontario",House only,"Index, 201612=100",95.4
413,2015-06,"Windsor, Ontario",House only,"Index, 201612=100",95.4
414,2015-07,"Windsor, Ontario",House only,"Index, 201612=100",95.4
415,2015-08,"Windsor, Ontario",House only,"Index, 201612=100",95.6
416,2015-09,"Windsor, Ontario",House only,"Index, 201612=100",95.5
417,2015-10,"Windsor, Ontario",House only,"Index, 201612=100",95.5
418,2015-11,"Windsor, Ontario",House only,"Index, 201612=100",95.2
419,2015-12,"Windsor, Ontario",House only,"Index, 201612=100",95.2
420,2016-01,"Windsor, Ontario",House only,"Index, 201612=100",95.2
421,2016-02,"Windsor, Ontario",House only,"Index, 201612=100",95.2
422,2016-03,"Windsor, Ontario",House only,"Index, 201612=100",95.7
423,2016-04,"Windsor, Ontario",House only,"Index, 201612=100",95.4
424,2016-05,"Windsor, Ontario",House only,"Index, 201612=100",96.3
425,2016-06,"Windsor, Ontario",House only,"Index, 201612=100",97.1
426,2016-07,"Windsor, Ontario",House only,"Index, 201612=100",96.8
427,2016-08,"Windsor, Ontario",House only,"Index, 201612=100",96.8
428,2016-09,"Windsor, Ontario",House only,"Index, 201612=100",97.9
429,2016-10,"Windsor, Ontario",House only,"Index, 201612=100",99.4
430,2016-11,"Windsor, Ontario",House only,"Index, 201612=100",99.8
431,2016-12,"Windsor, Ontario",House only,"Index, 201612=100",100.0
432,2017-01,"Windsor, Ontario",House only,"Index, 201612=100",100.4
433,2017-02,"Windsor, Ontario",House only,"Index, 201612=100",101.1
434,2017-03,"Windsor, Ontario",House only,"Index, 201612=100",101.3
435,2017-04,"Windsor, Ontario",House only,"Index, 201612=100",101.3
436,2017-05,"Windsor, Ontario",House only,"Index, 201612=100",101.0
437,2017-06,"Windsor, Ontario",House only,"Index, 201612=100",101.0
438,2017-07,"Windsor, Ontario",House only,"Index, 201612=100",101.0
439,2017-08,"Windsor, Ontario",House only,"Index, 201612=100",101.4
440,2017-09,"Windsor, Ontario",House only,"Index, 201612=100",101.4
441,2017-10,"Windsor, Ontario",House only,"Index, 201612=100",101.3
442,2017-11,"Windsor, Ontario",House only,"Index, 201612=100",101.8
443,2017-12,"Windsor, Ontario",House only,"Index, 201612=100",101.9
444,2018-01,"Windsor, Ontario",House only,"Index, 201612=100",102.2
445,2018-02,"Windsor, Ontario",House only,"Index, 201612=100",102.4
446,2018-03,"Windsor, Ontario",House only,"Index, 201612=100",102.9
447,2018-04,"Windsor, Ontario",House only,"Index, 201612=100",104.1
448,2018-05,"Windsor, Ontario",House only,"Index, 201612=100",104.4
449,2018-06,"Windsor, Ontario",House only,"Index, 201612=100",104.4
450,2018-07,"Windsor, Ontario",House only,"Index, 201612=100",104.6
451,2018-08,"Windsor, Ontario",House only,"Index, 201612=100",104.6
452,2018-09,"Windsor, Ontario",House only,"Index, 201612=100",104.7
453,2018-10,"Windsor, Ontario",House only,"Index, 201612=100",105.7
454,2018-11,"Windsor, Ontario",House only,"Index, 201612=100",105.7
455,2018-12,"Windsor, Ontario",House only,"Index, 201612=100",105.7
456,2019-01,"Windsor, Ontario",House only,"Index, 201612=100",105.7
457,2019-02,"Windsor, Ontario",House only,"Index, 201612=100",106.4
458,2019-03,"Windsor, Ontario",House only,"Index, 201612=100",106.6
459,2019-04,"Windsor, Ontario",House only,"Index, 201612=100",106.9
460,2019-05,"Windsor, Ontario",House only,"Index, 201612=100",106.9
461,2019-06,"Windsor, Ontario",House only,"Index, 201612=100",106.9
462,2019-07,"Windsor, Ontario",House only,"Index, 201612=100",106.7
463,2019-08,"Windsor, Ontario",House only,"Index, 201612=100",106.8
464,2019-09,"Windsor, Ontario",House only,"Index, 201612=100",107.0
465,2019-10,"Windsor, Ontario",House only,"Index, 201612=100",107.4
466,2019-11,"Windsor, Ontario",House only,"Index, 201612=100",107.7
467,2019-12,"Windsor, Ontario",House only,"Index, 201612=100",107.7
468,2020-01,"Windsor, Ontario",House only,"Index, 201612=100",107.8
469,2020-02,"Windsor, Ontario",House only,"Index, 201612=100",108.6
470,2020-03,"Windsor, Ontario",House only,"Index, 201612=100",108.6
471,2020-04,"Windsor, Ontario",House only,"Index, 201612=100",108.6
472,2020-05,"Windsor, Ontario",House only,"Index, 201612=100",108.6
473,2020-06,"Windsor, Ontario",House only,"Index, 201612=100",108.6
474,2020-07,"Windsor, Ontario",House only,"Index, 201612=100",109.6
475,2020-08,"Windsor, Ontario",House only,"Index, 201612=100",110.2
476,2020-09,"Windsor, Ontario",House only,"Index, 201612=100",111.6
477,2020-10,"Windsor, Ontario",House only,"Index, 201612=100",112.8
478,2020-11,"Windsor, Ontario",House only,"Index, 201612=100",112.9
479,2020-12,"Windsor, Ontario",House only,"Index, 201612=100",113.2
480,2021-01,"Windsor, Ontario",House only,"Index, 201612=100",115.5
481,2021-02,"Windsor, Ontario",House only,"Index, 201612=100",116.3
482,2021-03,"Windsor, Ontario",House only,"Index, 201612=100",118.2
483,2021-04,"Windsor, Ontario",House only,"Index, 201612=100",128.1
484,2021-05,"Windsor, Ontario",House only,"Index, 201612=100",131.0
485,2021-06,"Windsor, Ontario",House only,"Index, 201612=100",133.0
486,2021-07,"Windsor, Ontario",House only,"Index, 201612=100",133.2
487,2021-08,"Windsor, Ontario",House only,"Index, 201612=100",133.3
488,2021-09,"Windsor, Ontario",House only,"Index, 201612=100",136.9
489,2021-10,"Windsor, Ontario",House only,"Index, 201612=100",137.1
490,2021-11,"Windsor, Ontario",House only,"Index, 201612=100",138.8
491,2021-12,"Windsor, Ontario",House only,"Index, 201612=100",139.0
492,2022-01,"Windsor, Ontario",House only,"Index, 201612=100",139.7
493,2022-02,"Windsor, Ontario",House only,"Index, 201612=100",139.7
494,2022-03,"Windsor, Ontario",House only,"Index, 201612=100",143.1
495,2022-04,"Windsor, Ontario",House only,"Index, 201612=100",144.1
496,2022-05,"Windsor, Ontario",House only,"Index, 201612=100",147.4
497,2022-06,"Windsor, Ontario",House only,"Index, 201612=100",149.0
498,2022-07,"Windsor, Ontario",House only,"Index, 201612=100",149.0
499,2022-08,"Windsor, Ontario",House only,"Index, 201612=100",149.0
500,2022-09,"Windsor, Ontario",House only,"Index, 201612=100",148.5
