,REF_DATE,GEO,New housing price indexes,UOM,HPI_halifax_ns
366,2011-07,"Halifax, Nova Scotia",House only,"Index, 201612=100",92.3
367,2011-08,"Halifax, Nova Scotia",House only,"Index, 201612=100",92.3
368,2011-09,"Halifax, Nova Scotia",House only,"Index, 201612=100",93.1
369,2011-10,"Halifax, Nova Scotia",House only,"Index, 201612=100",93.1
370,2011-11,"Halifax, Nova Scotia",House only,"Index, 201612=100",93.1
371,2011-12,"Halifax, Nova Scotia",House only,"Index, 201612=100",93.1
372,2012-01,"Halifax, Nova Scotia",House only,"Index, 201612=100",93.1
373,2012-02,"Halifax, Nova Scotia",House only,"Index, 201612=100",94.6
374,2012-03,"Halifax, Nova Scotia",House only,"Index, 201612=100",94.6
375,2012-04,"Halifax, Nova Scotia",House only,"Index, 201612=100",94.7
376,2012-05,"Halifax, Nova Scotia",House only,"Index, 201612=100",94.8
377,2012-06,"Halifax, Nova Scotia",House only,"Index, 201612=100",94.6
378,2012-07,"Halifax, Nova Scotia",House only,"Index, 201612=100",95.3
379,2012-08,"Halifax, Nova Scotia",House only,"Index, 201612=100",95.6
380,2012-09,"Halifax, Nova Scotia",House only,"Index, 201612=100",95.5
381,2012-10,"Halifax, Nova Scotia",House only,"Index, 201612=100",95.5
382,2012-11,"Halifax, Nova Scotia",House only,"Index, 201612=100",96.1
383,2012-12,"Halifax, Nova Scotia",House only,"Index, 201612=100",96.3
384,2013-01,"Halifax, Nova Scotia",House only,"Index, 201612=100",96.5
385,2013-02,"Halifax, Nova Scotia",House only,"Index, 201612=100",97.4
386,2013-03,"Halifax, Nova Scotia",House only,"Index, 201612=100",97.4
387,2013-04,"Halifax, Nova Scotia",House only,"Index, 201612=100",97.4
388,2013-05,"Halifax, Nova Scotia",House only,"Index, 201612=100",97.9
389,2013-06,"Halifax, Nova Scotia",House only,"Index, 201612=100",97.8
390,2013-07,"Halifax, Nova Scotia",House only,"Index, 201612=100",98.2
391,2013-08,"Halifax, Nova Scotia",House only,"Index, 201612=100",98.0
392,2013-09,"Halifax, Nova Scotia",House only,"Index, 201612=100",98.2
393,2013-10,"Halifax, Nova Scotia",House only,"Index, 201612=100",98.3
394,2013-11,"Halifax, Nova Scotia",House only,"Index, 201612=100",98.3
395,2013-12,"Halifax, Nova Scotia",House only,"Index, 201612=100",98.1
396,2014-01,"Halifax, Nova Scotia",House only,"Index, 201612=100",98.1
397,2014-02,"Halifax, Nova Scotia",House only,"Index, 201612=100",98.0
398,2014-03,"Halifax, Nova Scotia",House only,"Index, 201612=100",98.2
399,2014-04,"Halifax, Nova Scotia",House only,"Index, 201612=100",98.1
400,2014-05,"Halifax, Nova Scotia",House only,"Index, 201612=100",98.1
401,2014-06,"Halifax, Nova Scotia",House only,"Index, 201612=100",98.0
402,2014-07,"Halifax, Nova Scotia",House only,"Index, 201612=100",97.9
403,2014-08,"Halifax, Nova Scotia",House only,"Index, 201612=100",97.9
404,2014-09,"Halifax, Nova Scotia",House only,"Index, 201612=100",98.3
405,2014-10,"Halifax, Nova Scotia",House only,"Index, 201612=100",98.4
406,2014-11,"Halifax, Nova Scotia",House only,"Index, 201612=100",98.4
407,2014-12,"Halifax, Nova Scotia",House only,"Index, 201612=100",98.4
408,2015-01,"Halifax, Nova Scotia",House only,"Index, 201612=100",98.4
409,2015-02,"Halifax, Nova Scotia",House only,"Index, 201612=100",98.8
410,2015-03,"Halifax, Nova Scotia",House only,"Index, 201612=100",98.8
411,2015-04,"Halifax, Nova Scotia",House only,"Index, 201612=100",98.8
412,2015-05,"Halifax, Nova Scotia",House only,"Index, 201612=100",98.9
413,2015-06,"Halifax, Nova Scotia",House only,"Index, 201612=100",99.2
414,2015-07,"Halifax, Nova Scotia",House only,"Index, 201612=100",99.0
415,2015-08,"Halifax, Nova Scotia",House only,"Index, 201612=100",99.0
416,2015-09,"Halifax, Nova Scotia",House only,"Index, 201612=100",99.0
417,2015-10,"Halifax, Nova Scotia",House only,"Index, 201612=100",99.2
418,2015-11,"Halifax, Nova Scotia",House only,"Index, 201612=100",98.6
419,2015-12,"Halifax, Nova Scotia",House only,"Index, 201612=100",98.8
420,2016-01,"Halifax, Nova Scotia",House only,"Index, 201612=100",98.8
421,2016-02,"Halifax, Nova Scotia",House only,"Index, 201612=100",98.8
422,2016-03,"Halifax, Nova Scotia",House only,"Index, 201612=100",98.8
423,2016-04,"Halifax, Nova Scotia",House only,"Index, 201612=100",98.8
424,2016-05,"Halifax, Nova Scotia",House only,"Index, 201612=100",98.9
425,2016-06,"Halifax, Nova Scotia",House only,"Index, 201612=100",98.9
426,2016-07,"Halifax, Nova Scotia",House only,"Index, 201612=100",99.3
427,2016-08,"Halifax, Nova Scotia",House only,"Index, 201612=100",99.3
428,2016-09,"Halifax, Nova Scotia",House only,"Index, 201612=100",99.1
429,2016-10,"Halifax, Nova Scotia",House only,"Index, 201612=100",99.7
430,2016-11,"Halifax, Nova Scotia",House only,"Index, 201612=100",100.0
431,2016-12,"Halifax, Nova Scotia",House only,"Index, 201612=100",100.0
432,2017-01,"Halifax, Nova Scotia",House only,"Index, 201612=100",100.2
433,2017-02,"Halifax, Nova Scotia",House only,"Index, 201612=100",100.2
434,2017-03,"Halifax, Nova Scotia",House only,"Index, 201612=100",100.3
435,2017-04,"Halifax, Nova Scotia",House only,"Index, 201612=100",100.0
436,2017-05,"Halifax, Nova Scotia",House only,"Index, 201612=100",100.6
437,2017-06,"Halifax, Nova Scotia",House only,"Index, 201612=100",100.6
438,2017-07,"Halifax, Nova Scotia",House only,"Index, 201612=100",101.0
439,2017-08,"Halifax, Nova Scotia",House only,"Index, 201612=100",100.9
440,2017-09,"Halifax, Nova Scotia",House only,"Index, 201612=100",101.0
441,2017-10,"Halifax, Nova Scotia",House only,"Index, 201612=100",101.4
442,2017-11,"Halifax, Nova Scotia",House only,"Index, 201612=100",101.4
443,2017-12,"Halifax, Nova Scotia",House only,"Index, 201612=100",101.3
444,2018-01,"Halifax, Nova Scotia",House only,"Index, 201612=100",101.3
445,2018-02,"Halifax, Nova Scotia",House only,"Index, 201612=100",101.3
446,2018-03,"Halifax, Nova Scotia",House only,"Index, 201612=100",101.8
447,2018-04,"Halifax, Nova Scotia",House only,"Index, 201612=100",102.3
448,2018-05,"Halifax, Nova Scotia",House only,"Index, 201612=100",102.2
449,2018-06,"Halifax, Nova Scotia",House only,"Index, 201612=100",102.2
450,2018-07,"Halifax, Nova Scotia",House only,"Index, 201612=100",102.5
451,2018-08,"Halifax, Nova Scotia",House only,"Index, 201612=100",102.5
452,2018-09,"Halifax, Nova Scotia",House only,"Index, 201612=100",102.2
453,2018-10,"Halifax, Nova Scotia",House only,"Index, 201612=100",102.0
454,2018-11,"Halifax, Nova Scotia",House only,"Index, 201612=100",102.0
455,2018-12,"Halifax, Nova Scotia",House only,"Index, 201612=100",102.0
456,2019-01,"Halifax, Nova Scotia",House only,"Index, 201612=100",102.4
457,2019-02,"Halifax, Nova Scotia",House only,"Index, 201612=100",102.6
458,2019-03,"Halifax, Nova Scotia",House only,"Index, 201612=100",102.6
459,2019-04,"Halifax, Nova Scotia",House only,"Index, 201612=100",102.6
460,2019-05,"Halifax, Nova Scotia",House only,"Index, 201612=100",103.2
461,2019-06,"Halifax, Nova Scotia",House only,"Index, 201612=100",103.2
462,2019-07,"Halifax, Nova Scotia",House only,"Index, 201612=100",103.4
463,2019-08,"Halifax, Nova Scotia",House only,"Index, 201612=100",103.2
464,2019-09,"Halifax, Nova Scotia",House only,"Index, 201612=100",103.2
465,2019-10,"Halifax, Nova Scotia",House only,"Index, 201612=100",103.2
466,2019-11,"Halifax, Nova Scotia",House only,"Index, 201612=100",103.2
467,2019-12,"Halifax, Nova Scotia",House only,"Index, 201612=100",103.2
468,2020-01,"Halifax, Nova Scotia",House only,"Index, 201612=100",103.7
469,2020-02,"Halifax, Nova Scotia",House only,"Index, 201612=100",104.5
470,2020-03,"Halifax, Nova Scotia",House only,"Index, 201612=100",104.5
471,2020-04,"Halifax, Nova Scotia",House only,"Index, 201612=100",104.7
472,2020-05,"Halifax, Nova Scotia",House only,"Index, 201612=100",105.3
473,2020-06,"Halifax, Nova Scotia",House only,"Index, 201612=100",105.8
474,2020-07,"Halifax, Nova Scotia",House only,"Index, 201612=100",106.4
475,2020-08,"Halifax, Nova Scotia",House only,"Index, 201612=100",108.1
476,2020-09,"Halifax, Nova Scotia",House only,"Index, 201612=100",109.3
477,2020-10,"Halifax, Nova Scotia",House only,"Index, 201612=100",111.0
478,2020-11,"Halifax, Nova Scotia",House only,"Index, 201612=100",112.2
479,2020-12,"Halifax, Nova Scotia",House only,"Index, 201612=100",112.2
480,2021-01,"Halifax, Nova Scotia",House only,"Index, 201612=100",112.2
481,2021-02,"Halifax, Nova Scotia",House only,"Index, 201612=100",115.5
482,2021-03,"Halifax, Nova Scotia",House only,"Index, 201612=100",117.0
483,2021-04,"Halifax, Nova Scotia",House only,"Index, 201612=100",120.0
484,2021-05,"Halifax, Nova Scotia",House only,"Index, 201612=100",122.3
485,2021-06,"Halifax, Nova Scotia",House only,"Index, 201612=100",122.3
486,2021-07,"Halifax, Nova Scotia",House only,"Index, 201612=100",122.3
487,2021-08,"Halifax, Nova Scotia",House only,"Index, 201612=100",122.3
488,2021-09,"Halifax, Nova Scotia",House only,"Index, 201612=100",122.3
489,2021-10,"Halifax, Nova Scotia",House only,"Index, 201612=100",122.3
490,2021-11,"Halifax, Nova Scotia",House only,"Index, 201612=100",122.3
491,2021-12,"Halifax, Nova Scotia",House only,"Index, 201612=100",122.3
492,2022-01,"Halifax, Nova Scotia",House only,"Index, 201612=100",122.3
493,2022-02,"Halifax, Nova Scotia",House only,"Index, 201612=100",122.3
494,2022-03,"Halifax, Nova Scotia",House only,"Index, 201612=100",123.9
495,2022-04,"Halifax, Nova Scotia",House only,"Index, 201612=100",123.9
496,2022-05,"Halifax, Nova Scotia",House only,"Index, 201612=100",127.5
497,2022-06,"Halifax, Nova Scotia",House only,"Index, 201612=100",127.5
498,2022-07,"Halifax, Nova Scotia",House only,"Index, 201612=100",127.5
499,2022-08,"Halifax, Nova Scotia",House only,"Index, 201612=100",127.5
500,2022-09,"Halifax, Nova Scotia",House only,"Index, 201612=100",127.5
